node_u,node_v,relation,pmid_count,total_articles,pmids,chem_ids
amlodipine,@DISEASE_Myocardial_Reperfusion_Injury,treat,5,5,1533534|18178199|23029908|23105786|7624939,@CHEMICAL_Amlodipine
amlodipine,@DISEASE_Neurologic_Manifestations,treat,5,5,17070425|21879966|28103649|32099339|9825082,@CHEMICAL_Amlodipine
amlodipine,@DISEASE_Pulmonary_Disease_Chronic_Obstructive,treat,5,5,12395224|24711842|37262049|37509614|9187185,@CHEMICAL_Amlodipine
amlodipine,@DISEASE_Sleep_Apnea_Obstructive,treat,5,5,10806134|23690688|24382030|29951886|37466401,@CHEMICAL_Amlodipine
amlodipine,@DISEASE_Stomach_Neoplasms,treat,5,5,19184140|33555453|33566246|33771646|35445337,@CHEMICAL_Amlodipine
amlodipine,@DISEASE_Tang_Hsi_Ryu_syndrome,treat,10,30,12714876|14508205|17822186|23834642|28387969|28764190|33582687|37114573|8292466|9727842,@CHEMICAL_Amlodipine
amlodipine,@DISEASE_Vascular_Remodeling,treat,9,10,10867358|11282121|11985920|15824470|17581214|17592516|28161159|32124805|32968437,@CHEMICAL_Amlodipine|@CHEMICAL_amlodipine_atorvastatin_drug_combination
amlodipine,@DISEASE_Vascular_System_Injuries,treat,6,6,16810279|16814560|25390761|29848894|37154141|9550296,@CHEMICAL_Amlodipine
amlodipine,@DISEASE_Weight_Loss,treat,8,8,11411732|12061529|16231503|17325591|22809200|26867060|32141013|37428178,@CHEMICAL_Amlodipine
amlodipine,@DISEASE_261515,treat,4,4,15363813|16896785|28762933|36287359,@CHEMICAL_Amlodipine
amlodipine,@DISEASE_Ankle_Injuries,treat,10,48,11347858|16772760|17215848|21958068|23378956|24987189|35034692|37114573|38557512|7989081,@CHEMICAL_Amlodipine
amlodipine,@DISEASE_Asthma,treat,4,4,32598811|35146537|35168531|9825082,@CHEMICAL_Amlodipine
amlodipine,@DISEASE_Carotid_Stenosis,treat,4,4,24323832|30537083|32176074|40979076,@CHEMICAL_Amlodipine
amlodipine,@DISEASE_Chemical_and_Drug_Induced_Liver_Injury,treat,5,5,11841767|19103576|23105786|2530889|29441826,@CHEMICAL_Amlodipine
amlodipine,@DISEASE_Death_Sudden,treat,4,4,18172059|8924058|9047040|9781971,@CHEMICAL_Amlodipine
amlodipine,@DISEASE_Dementia,treat,5,5,27392121|30359218|32854138|36166186|39181551,@CHEMICAL_Amlodipine
amlodipine,@DISEASE_Diabetes_Mellitus_Type_1,treat,4,4,15938033|20346089|23443495|8762077,@CHEMICAL_Amlodipine
amlodipine,@DISEASE_Episodic_Ataxia,treat,4,4,1388115|2970788|8166777|9156363,@CHEMICAL_Amlodipine
amlodipine,@DISEASE_Fatigue,treat,10,12,10437993|10454779|1354085|1418836|16772760|16929379|25121000|31615386|38526863|8092318,@CHEMICAL_Amlodipine
amlodipine,@DISEASE_Hyperaldosteronism,treat,5,5,15922224|34859924|35031428|36706013|38526863,@CHEMICAL_Amlodipine
amlodipine,@DISEASE_Hypertension_Renovascular,treat,4,4,11607795|16225751|21713105|22916067,@CHEMICAL_Amlodipine
amlodipine,@DISEASE_Hypoglycemia,treat,4,4,14633142|15983290|16245433|36540585,@CHEMICAL_Amlodipine
amlodipine,@DISEASE_Hypotension_Orthostatic,treat,7,7,11248761|19764590|21236483|28306636|30354704|7522283|8176999,@CHEMICAL_Amlodipine
amlodipine,@DISEASE_Hypotrichosis,treat,4,4,18991827|25782319|26410959|26596062,@CHEMICAL_Amlodipine
amlodipine,@DISEASE_Hypoxia_Brain,treat,4,4,10759437|36856509|7752659|8789294,@CHEMICAL_Amlodipine
amlodipine,@DISEASE_Liver_Failure,treat,9,9,19103576|23105786|24592551|25239629|29172244|32637107|34862599|35481325|38530625,@CHEMICAL_Amlodipine
amlodipine,@DISEASE_Migraine_Disorders,treat,4,4,11398308|18053876|18564450|19057109,@CHEMICAL_Amlodipine
amlodipine,@DISEASE_Mitral_Valve_Insufficiency,treat,4,4,22547843|22989022|34055556|35414938,@CHEMICAL_Amlodipine
amlodipine,@DISEASE_Mouth_Diseases,treat,7,7,12623305|20541920|24910658|32808200|33350561|36284576|8994443,@CHEMICAL_Amlodipine
amlodipine,@DISEASE_Neurodegenerative_Diseases,treat,4,4,10098848|15127885|19175718|27822402,@CHEMICAL_Amlodipine
amlodipine,@DISEASE_Osteoporosis,treat,4,4,12743626|20193679|22302040|26412256,@CHEMICAL_Amlodipine
amlodipine,@DISEASE_Posterior_Leukoencephalopathy_Syndrome,treat,4,4,28033278|30122768|34729126|37789979,@CHEMICAL_Amlodipine
amlodipine,@DISEASE_Prehypertension,treat,4,4,24025799|24337406|28161159|34351939,@CHEMICAL_Amlodipine
amlodipine,@DISEASE_Vasospasm_Intracranial,treat,4,4,15058593|19921236|30915191|33738416,@CHEMICAL_Amlodipine
amlodipine,@DISEASE_Abdominal_Pain,treat,4,4,10454779|17285209|30083484|37428178,@CHEMICAL_Amlodipine
amlodipine,@DISEASE_Anterior_Wall_Myocardial_Infarction,treat,3,3,18443544|29276921|9374951,@CHEMICAL_Amlodipine
amlodipine,@DISEASE_Aortic_Aneurysm,treat,3,3,20212272|23967318|24244746,@CHEMICAL_Amlodipine
amlodipine,@DISEASE_Aortic_Aneurysm_Abdominal,treat,3,3,27371719|31812211|37969233,@CHEMICAL_Amlodipine
amlodipine,@DISEASE_Aortic_Valve_Insufficiency,treat,3,3,28290801|28435002|34055556,@CHEMICAL_Amlodipine
amlodipine,@DISEASE_Arterial_Occlusive_Diseases,treat,3,3,2149514|7654482|8665636,@CHEMICAL_Amlodipine
amlodipine,@DISEASE_Arteriosclerosis,treat,4,4,14592942|21054400|31894030|9488204,@CHEMICAL_Amlodipine
amlodipine,@DISEASE_Atrial_Remodeling,treat,3,3,11152376|26825736|29276927,@CHEMICAL_Amlodipine
amlodipine,@DISEASE_Brain_Edema,treat,3,3,12191585|17904110|20048438,@CHEMICAL_Amlodipine
amlodipine,@DISEASE_Carcinoma_Squamous_Cell,treat,3,3,15178352|17217918|19951711,@CHEMICAL_Amlodipine
amlodipine,@DISEASE_Cocaine_Related_Disorders,treat,3,3,10437993|12562110|15780550,@CHEMICAL_Amlodipine
amlodipine,@DISEASE_Cognitive_Dysfunction,treat,3,3,17325591|36281672|8889352,@CHEMICAL_Amlodipine
amlodipine,@DISEASE_Congenital_Hyperinsulinism,treat,3,3,16245433|26355554|9299205,@CHEMICAL_Amlodipine
amlodipine,@DISEASE_Coronary_Stenosis,treat,3,3,16904557|17966756|22361603,@CHEMICAL_Amlodipine
amlodipine,@DISEASE_Cough,treat,10,17,18705532|20512032|29065722|33403970|34022022|35928647|36287359|38263021|38292400|8337620,@CHEMICAL_Amlodipine
amlodipine,@DISEASE_Dizziness,treat,10,53,10437993|11041159|16296714|16772760|28387969|33108624|36287359|37551050|39551851|40979076,@CHEMICAL_Amlodipine
amlodipine,@DISEASE_Fatty_Liver,treat,3,3,22081005|34862599|40782429,@CHEMICAL_Amlodipine
amlodipine,@DISEASE_Glioblastoma,treat,3,3,26954019|30082911|40701313,@CHEMICAL_Amlodipine
amlodipine,@DISEASE_Hemolytic_Uremic_Syndrome,treat,3,3,11169010|11867945|26370296,@CHEMICAL_Amlodipine
amlodipine,@DISEASE_Hemorrhage,treat,8,8,28658108|33952817|35261597|35386137|36120702|36565288|36660514|39941250,@CHEMICAL_Amlodipine
amlodipine,@DISEASE_Hyperplasia,treat,6,6,11002857|1285940|15056829|15388506|29491589|34809550,@CHEMICAL_Amlodipine
amlodipine,@DISEASE_Hypertensive_Retinopathy,treat,3,3,14738501|20346089|41025988,@CHEMICAL_Amlodipine
amlodipine,@DISEASE_Hyperuricemia,treat,4,4,15134605|20569998|2467140|25978131,@CHEMICAL_Amlodipine
amlodipine,@DISEASE_Hyponatremia,treat,4,4,10372233|28687552|35237221|40718254,@CHEMICAL_Amlodipine
amlodipine,@DISEASE_Infarction_Middle_Cerebral_Artery,treat,3,3,17070425|17904110|21538457,@CHEMICAL_Amlodipine
amlodipine,@DISEASE_Ischemic_Contracture,treat,3,3,16296706|2147357|2530882,@CHEMICAL_Amlodipine
amlodipine,@DISEASE_Lead_Poisoning_Nervous_System,treat,3,3,23029908|24695967|26259852,@CHEMICAL_Amlodipine
amlodipine,@DISEASE_Leukemia,treat,3,3,16516327|23553276|27822402,@CHEMICAL_Amlodipine
amlodipine,@DISEASE_Lung_Neoplasms,treat,3,3,33355084|35721193|40089189,@CHEMICAL_Amlodipine
amlodipine,@DISEASE_Neuroblastoma,treat,3,3,23769828|24754408|30903573,@CHEMICAL_Amlodipine
amlodipine,@DISEASE_Obesity_Abdominal,treat,3,3,23713686|24423680|37866351,@CHEMICAL_Amlodipine
amlodipine,@DISEASE_Ototoxicity,treat,7,7,10937953|17458043|17822186|23442182|25417503|26759615|40603042,@CHEMICAL_Amlodipine
amlodipine,@DISEASE_Overweight,treat,3,3,15500377|18981627|23713686,@CHEMICAL_Amlodipine
amlodipine,@DISEASE_Parkinson_Disease,treat,3,3,20437557|24910980|32854138,@CHEMICAL_Amlodipine
amlodipine,@DISEASE_Peripheral_Arterial_Disease,treat,3,3,16461961|18854748|8819809,@CHEMICAL_Amlodipine
amlodipine,@DISEASE_Polycystic_Kidney_Autosomal_Dominant,treat,3,3,10692268|12484519|15637459,@CHEMICAL_Amlodipine
amlodipine,@DISEASE_Prediabetic_State,treat,3,3,21949614|27610083|31976814,@CHEMICAL_Amlodipine
amlodipine,@DISEASE_Pulmonary_Embolism,treat,3,3,23515512|35812674|39978333,@CHEMICAL_Amlodipine
amlodipine,@DISEASE_Soft_Tissue_Injuries,treat,4,4,18060614|18178199|26259852|31567770,@CHEMICAL_Amlodipine
amlodipine,@DISEASE_Spasm,treat,3,3,12494049|17351169|17966756,@CHEMICAL_Amlodipine
amlodipine,@DISEASE_Tension_Type_Headache,treat,3,3,16342054|40423534|41025988,@CHEMICAL_Amlodipine
amlodipine,@DISEASE_Vision_Disorders,treat,5,5,20436734|24315082|24754408|30627467|40539081,@CHEMICAL_Amlodipine
amlodipine,@DISEASE_617027,treat,2,2,22007678|35031428,@CHEMICAL_Amlodipine
amlodipine,@DISEASE_Abnormalities_Drug_Induced,treat,3,3,28103649|40089189|8150546,@CHEMICAL_Amlodipine
amlodipine,@DISEASE_Acidosis,treat,6,6,10465243|1836872|22271567|25097362|2530887|29404362,@CHEMICAL_Amlodipine
amlodipine,@DISEASE_Adrenal_Insufficiency,treat,2,2,25789217|26596062,@CHEMICAL_Amlodipine
amlodipine,@DISEASE_Anodontia,treat,2,2,15127885|27610083,@CHEMICAL_Amlodipine
amlodipine,@DISEASE_Anxiety,treat,3,3,33849417|34809550|8512761,@CHEMICAL_Amlodipine
amlodipine,@DISEASE_Aortic_Aneurysm_Familial_Abdominal_1,treat,1,1,19070383,@CHEMICAL_Amlodipine
amlodipine,@DISEASE_Aortic_Dissection,treat,2,2,12119194|30115723,@CHEMICAL_Amlodipine
amlodipine,@DISEASE_Arthritis,treat,2,2,21611591|32141013,@CHEMICAL_Amlodipine
amlodipine,@DISEASE_Arthritis_Psoriatic,treat,2,2,32141013|32361906,@CHEMICAL_Amlodipine
amlodipine,@DISEASE_Body_Weight,treat,2,2,26248276|9299205,@CHEMICAL_Amlodipine
amlodipine,@DISEASE_Bone_Diseases_Metabolic,treat,2,2,12801606|20193679,@CHEMICAL_Amlodipine
amlodipine,@DISEASE_Extravasation_of_Diagnostic_and_Therapeutic_Materials,treat,1,1,23413781,@CHEMICAL_Amlodipine_Valsartan_Drug_Combination
amlodipine,@DISEASE_Peripheral_Nervous_System_Diseases,treat,3,3,18217647|18257612|20716145,@CHEMICAL_Amlodipine_Valsartan_Drug_Combination
amlodipine,@DISEASE_Tuberculosis,treat,1,1,11785072,@CHEMICAL_Amlodipine_Besylate_Olmesartan_Medoxomil_Drug_Combination
omeprazole,@DISEASE_Gastroesophageal_Reflux,treat,12,923,16303035|25706883|32594305|33824671|33841527|34366631|35047279|35664313|37593315|37651247|37768310|39279099,@CHEMICAL_Omeprazole|@CHEMICAL_omeprazole_sodium_bicarbonate_drug_combination
omeprazole,@DISEASE_Ulcer,treat,10,627,33061674|33628315|33832076|35689485|37267528|37651247|37741810|37779765|39462164|40068278,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Duodenal_Ulcer,treat,10,546,21218061|2557670|2574910|28520353|3320709|33586200|37206569|37593315|38101799|8194953,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Peptic_Ulcer,treat,10,521,32092686|32426516|33235586|36408195|36627994|37375745|37593315|37651247|39466269|39830949,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Helicobacter_Infections,treat,10,490,32001852|33050205|33235586|33324037|33405191|33860026|34721043|35771390|35912055|39648700,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Stomach_Ulcer,treat,11,403,15230632|32697849|33324037|33340169|33628315|33907169|35000402|35187877|36712695|37593315|37651247,@CHEMICAL_Omeprazole|@CHEMICAL_omeprazole_sodium_bicarbonate_drug_combination
omeprazole,@DISEASE_Dyspepsia,treat,10,189,28520353|33273914|33365132|34652861|36569610|37696679|38167521|39598468|39648700|40834017,@CHEMICAL_Omeprazole|@CHEMICAL_omeprazole_sulfide
omeprazole,@DISEASE_Stomach_Diseases,treat,10,178,32426516|33818003|34719063|35167731|36237533|36495212|36712695|37390114|37678812|40857016,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Esophagitis,treat,10,162,28520353|31197249|32115583|32556768|33586200|33790725|35100805|36451489|37837526|39446592,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Heartburn,treat,11,142,10463935|21655746|22361121|25706883|31950535|35664313|36896915|37307528|39598468|39940951|41026367,@CHEMICAL_Omeprazole|@CHEMICAL_omeprazole_sodium_bicarbonate_drug_combination
omeprazole,@DISEASE_Pain,treat,10,128,32115583|32954785|35000402|36204491|37307528|37696679|37768310|37779765|38296262|40725939,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Gastritis,treat,10,124,32426516|33815550|33860026|34628879|35436881|36909030|37233415|37449232|39350871|39799435,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Hemorrhage,treat,12,120,15230632|15821632|2564576|31279078|31482260|32426516|33832076|34840802|35892908|36772892|36951379|37482254,@CHEMICAL_Omeprazole|@CHEMICAL_omeprazole_sodium_bicarbonate_drug_combination
omeprazole,@DISEASE_Zollinger_Ellison_Syndrome,treat,10,105,1426868|2007355|2288939|28520353|3460167|3715402|37651247|3972233|3984061|6129395,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Esophageal_Squamous_Cell_Carcinoma,treat,10,102,11785721|1679674|2590816|27527044|2887900|32978503|34475977|37080617|40701793|8877348,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Barrett_Esophagus,treat,10,79,2716804|2801676|2875649|32656339|35641160|7986975|8161668|8527623|8995971|9768533,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Gastrointestinal_Hemorrhage,treat,11,83,15563239|31279078|33832076|33909794|35100805|35236645|35832530|36951379|38125091|39795143|40596836,@CHEMICAL_Omeprazole|@CHEMICAL_omeprazole_sodium_bicarbonate_drug_combination
omeprazole,@DISEASE_Infections,treat,10,70,28520353|33327272|35967995|36674704|37520212|39428427|39616854|40125488|40765099|40837630,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Gastrointestinal_Diseases,treat,10,60,32308801|32893926|33319390|34080214|34475825|34719063|34752549|35800723|37593315|39201880,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Inflammation,treat,10,69,32194041|32308801|32893926|33235586|33551588|35143593|35256581|35890080|36232555|37144173,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Neoplasms,treat,10,55,31663482|32092686|32308801|32731514|34337965|34729960|34785782|35265417|35447140|37520008,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Tooth_Erosion,treat,10,40,1592340|20698216|25295267|35868653|36540484|6714055|7973903|9572322|9572324|9824569,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Signs_and_Symptoms,treat,10,35,11099054|12523588|15180724|15972210|21979407|22371748|34022022|37323050|8858742|9692687,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Laryngopharyngeal_Reflux,treat,10,30,17334308|22010339|22379745|23483094|24390944|29771088|35032204|35502360|35836834|40727150,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Chest_Pain,treat,10,29,10492314|17023970|27134590|33329957|34912440|40969410|9365149|9649457|9699931|9869626,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Abdominal_Pain,treat,10,35,11045841|15682215|33577055|34628879|36627994|36687454|36816461|37197107|37764980|39334702,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Constriction_Pathologic,treat,10,26,10468679|11528618|12037776|1356869|1437956|14653235|2227299|32556768|7848395|7900938,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Mitral_Valve_Insufficiency,treat,10,29,10871975|11693319|12421488|14625604|23326929|25448925|25587310|36896915|8853758|9811290,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Asthma,treat,10,27,10086684|10445632|15997872|18926059|3224694|33866946|37641222|7924731|8855764|8958363,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Cough,treat,10,27,10544654|11106204|14565840|19801940|25657745|26835260|32921095|33577055|34022022|36941872,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Immunoglobulin_G4_Related_Disease,treat,10,22,10665250|11563995|12738973|1653998|1749711|2513641|2557668|34447444|40834017|8774516,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Stomach_Neoplasms,treat,10,42,11203031|15073737|32308801|33393595|35436881|35487253|35650297|36951379|37505975|40872575,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Vomiting,treat,10,34,15682215|27446327|32954785|33824671|34590746|34628879|35967995|37937150|7770709|8877348,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Alcohol_Related_Disorders,treat,10,21,11394727|1718683|1982662|21658093|2691312|31807051|32999501|36670124|7525198|9829356,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Critical_Illness,treat,13,24,12793947|1397742|15230632|15563239|15821632|20041322|22818224|24365987|25624646|33685825|35701033|37932381|8995942,@CHEMICAL_Omeprazole|@CHEMICAL_omeprazole_sodium_bicarbonate_drug_combination
omeprazole,@DISEASE_Psychological_Distress,treat,10,22,10627753|15730606|15811900|17033554|1983487|3328166|33909794|3829882|9201091|9529184,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Signs_and_Symptoms_Digestive,treat,10,23,20711528|21356058|22548767|25295267|33883880|34111166|35447140|35721837|36772892|38281693,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Deglutition_Disorders,treat,10,19,10871975|1727744|23966480|3122967|32115583|37549845|7848395|8877348|8912123|9544411,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Laryngitis,treat,10,19,12185876|12576765|15128336|7500809|7503099|7598368|8166150|8943145|9018256|9027637,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Duodenitis,treat,10,20,10848657|1625504|2070702|31528551|35100805|6714055|8808438|8881809|9287260|9391784,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Gastrinoma,treat,10,18,1290360|17028663|3055276|35067928|7573258|7583963|7875436|8998921|9239629|9470166,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Intestinal_Diseases,treat,10,21,16205929|18427813|23824407|24254524|25383403|25631875|26236102|32515658|33507971|8161668,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Pneumonia_Aspiration,treat,10,18,1293650|1539776|2382800|2605070|33866946|3902602|8198263|8495682|8516522|9271328,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Mucositis,treat,10,19,10796055|10898092|16259735|18386155|25383403|33818003|40596836|7934085|8027398|8917027,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Nausea,treat,10,31,2093017|3069285|32954785|33824671|34628879|36627994|36816461|37449232|37764980|40725939,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Acute_Coronary_Syndrome,treat,10,15,19761935|21518592|22364155|22864179|26708640|28018669|31658140|34912440|37230416|38242975,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Hereditary_pancreatitis,treat,10,13,12360599|1392017|1411403|15184535|17912217|18351363|22850072|26823965|8204705|8561151,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Abdominal_Injuries,treat,10,14,10975753|16940886|19280112|19659985|23112550|23423422|33080685|37233415|7673613|9829354,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Colorectal_Neoplasms,treat,10,13,14706580|21956158|26645977|29245331|31550863|32737302|34341012|39611473|7628278|8613028,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Status_Asthmaticus,treat,10,13,10559084|11392580|15997872|17354108|17461474|18926059|33866946|7924731|8016006|9672330,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Carcinoma_Squamous_Cell,treat,10,12,31791527|31945806|32697849|36977610|37003396|37174535|37390114|37678812|38281606|39595242,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Diarrhea,treat,10,40,2093017|29245331|32559721|34628879|36038301|36687454|36772892|36951379|39944866|7555667,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Edema,treat,10,17,11084434|11341670|12501222|1422401|17469150|22864239|33818003|38021520|38271407|40190458,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Lymphoma_B_Cell_Marginal_Zone,treat,10,13,10419446|10601069|12014312|15181968|15678477|3460170|7783535|7797116|9476192|9773939,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Osteoarthritis,treat,10,19,20638563|24358067|39390527|40987460|7575725|7661158|8853770|9732921|9795409|9813387,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Coronary_Artery_Disease,treat,10,10,1320341|17689732|20925534|21392639|21939510|22371748|27289472|27512080|27937054|34912440,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Arthritis,treat,10,10,12501222|12841716|12869082|15480981|15862075|18405470|21771819|22852870|24358067|31351509,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Breast_Neoplasms,treat,10,12,10653861|22879383|25011475|25826687|32978718|34209265|35184709|36619229|37165049|8839554,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_COVID_19,treat,10,10,32787337|33787023|33942541|34404832|34826456|34966165|35256581|35408639|35721837|36426345,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Depressive_Disorder,treat,10,14,10406235|11983304|1841954|2704894|3350281|33868980|35312228|38433146|39208137|8109772,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Fibrosis,treat,10,10,11768268|11965098|2227299|25063070|25258407|29688583|30215539|33368499|35570253|40596836,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Gastritis_Atrophic,treat,10,22,10071241|10540050|10644180|10644181|10644182|11815251|1397749|8598839|8613033|9382052,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Melena,treat,9,9,11248910|16596146|19718541|30119659|31528551|34094751|35100805|37767327|7986594,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Obesity,treat,10,12,11392580|22830490|25027286|26797705|27855237|32689731|33883880|35522794|36297422|36339443,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Wounds_and_Injuries,treat,10,10,11903739|15475094|18649140|21906671|25383403|28461271|30009732|32556768|35562168|9529184,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Anemia,treat,10,11,12650031|32863802|34094751|3489459|35047279|36624706|37233415|37767327|40861607|9695674,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Cardiovascular_Diseases,treat,10,15,20925534|26017199|26725920|27937054|28145783|28463532|34337965|34387326|34619509|37551775,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Chronic_Urticaria,treat,8,8,10325458|12890412|16579179|17760727|23083221|31259134|8868453|9738303,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Diabetes_Mellitus_Type_2,treat,9,9,22830490|22937295|24940565|32647517|34063566|35886592|36627994|36816461|40599454,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Drug_Related_Side_Effects_and_Adverse_Reactions,treat,10,31,17458401|31863871|34209265|34400413|35436881|35994611|36087164|36404233|38385426|40900905,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Esophageal_Stenosis,treat,10,10,10457346|10851913|11528618|14653235|1685214|29855871|32556768|7628284|7926495|8857137,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Esophagitis_Peptic,treat,8,8,16230965|3044912|7858685|8194815|8194816|8857137|9506656|9544411,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Fractures_Spontaneous,treat,9,9,17354108|18300446|28002471|2979246|33814119|35577428|36012136|8578180|8824658,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Hoarseness,treat,8,8,10962677|11802014|12185876|26536702|8943145|9109716|9386054|9399745,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Myocardial_Infarction,treat,10,10,16256447|16259436|18830566|19960907|24878863|30652241|31279078|33625647|34217146|34527614,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Varicose_Veins,treat,8,8,1592340|21218747|22256476|27518195|40596836|7628284|8884305|9581992,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Adenocarcinoma,treat,10,10,10716690|15547183|16185958|16604738|2130586|29956826|33027361|34341012|7720970|8511743,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Arthritis_Rheumatoid,treat,8,8,19884267|20638563|21242363|22804104|22852870|24358067|24383828|26961818,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Diabetes_Mellitus,treat,10,11,16908943|18261364|22937295|24192345|24308072|32647517|34802943|36816461|37165049|8590793,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Duodenal_Diseases,treat,7,7,10197495|10638238|11595448|11777288|19858579|2093016|28526687,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Gastric_Fistula,treat,7,7,1823072|2364999|2565384|3201125|3410171|6315556|8214065,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Idiopathic_Noncirrhotic_Portal_Hypertension,treat,8,8,10669989|16997515|18277886|1916039|25063070|28578302|29872220|40596836,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Mouth_Diseases,treat,7,7,10379470|14671680|15366678|1758234|19893258|22060288|2873001,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Scleroderma_Systemic,treat,8,8,1420748|17944740|25068521|2590816|3231041|7582707|7815725|8280819,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Shock_Hemorrhagic,treat,8,8,11437645|1319908|16908943|17402999|19120905|26591538|3234617|7924729,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Anxiety,treat,9,9,10406235|26425930|3350281|33868980|35800723|39208137|39230572|8853758|9892788,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Esophageal_Diseases,treat,7,7,15793885|17312775|23765362|25415190|2666237|38296262|8943968,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Hiccup,treat,6,6,10777198|12647482|30558089|8619448|9385490|9738303,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Pancreatitis,treat,9,9,10792205|16372517|18634246|26045335|28431202|34503570|35067928|36032658|7774757,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Polyps,treat,10,15,10427780|11374723|12454582|12722347|16434870|28717077|7754645|7815725|7919626|9382052,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Protein_Losing_Enteropathies,treat,6,6,1298040|2351249|8122663|8808438|9282281|9451692,@CHEMICAL_Omeprazole
