src,dst,relation,weight_admissions,unique_patients,p_disease_given_drug,p_drug_given_disease
drug:lisinopril,icd:9:51189,treat,14,13,0.00028738581545725134,0.073684210526315783
drug:lisinopril,icd:9:4414,treat,59,58,0.0012111259365698451,0.14216867469879518
drug:omeprazole,icd:10:J9621,treat,65,58,0.00088826937793812179,0.25896414342629481
drug:omeprazole,icd:10:I482,treat,17,16,0.00023231660653766261,0.22077922077922077
drug:omeprazole,icd:10:A09,treat,64,64,0.00087460369520061219,0.27586206896551724
drug:omeprazole,icd:9:193,treat,45,42,0.00061495572318793048,0.10250569476082004
drug:omeprazole,icd:9:38612,treat,23,21,0.00031431070296272003,0.1411042944785276
drug:omeprazole,icd:10:J208,treat,18,18,0.00024598228927517218,0.27692307692307694
drug:simvastatin,icd:9:193,treat,33,31,0.00094539620695582426,0.075170842824601361
drug:simvastatin,icd:9:3962,treat,37,35,0.0010599896865868333,0.18592964824120603
drug:simvastatin,icd:10:J9383,treat,10,10,0.00028648369907752252,0.075187969924812026
drug:simvastatin,icd:9:99604,treat,14,14,0.00040107717870853149,0.10606060606060606
drug:simvastatin,icd:9:4871,treat,38,38,0.0010886380564945855,0.10133333333333333
drug:furosemide,icd:10:J810,treat,27,26,0.00038945303484883454,0.61363636363636365
drug:warfarin,icd:9:79902,treat,14,13,0.0004845967462789893,0.10687022900763359
drug:amlodipine,icd:9:5409,treat,18,18,0.00043414292950001205,0.015177065767284991
drug:furosemide,icd:10:M1712,treat,41,41,0.00059139164551119314,0.069609507640067916
drug:simvastatin,icd:9:51289,treat,14,11,0.00040107717870853149,0.125
drug:furosemide,icd:10:L03113,treat,11,11,0.00015866605123471036,0.041825095057034217
drug:furosemide,icd:9:99671,treat,42,39,0.00060581583198707591,0.75
drug:furosemide,icd:9:4578,treat,13,12,0.00018751442418647588,0.33333333333333331
drug:amlodipine,icd:10:E876,treat,10,10,0.00024119051638889558,0.063291139240506333
drug:amlodipine,icd:10:I25111,treat,20,13,0.00048238103277779116,0.51282051282051277
drug:amlodipine,icd:9:2768,treat,16,15,0.00038590482622223295,0.078817733990147784
drug:lisinopril,icd:9:25061,treat,75,34,0.0015395668685209895,0.25423728813559321
drug:warfarin,icd:9:4270,treat,13,13,0.00044998269297334719,0.14130434782608695
drug:atenolol,icd:10:S066X0A,treat,12,12,0.00078916217282651584,0.030927835051546393
drug:atenolol,icd:9:78609,treat,26,25,0.001709851374457451,0.048417132216014895
drug:atenolol,icd:9:430,treat,11,11,0.00072339865842430617,0.021317829457364341
drug:atenolol,icd:10:I6522,treat,14,14,0.00092068920163093518,0.061946902654867256
drug:atenolol,icd:10:J441,treat,12,12,0.00078916217282651584,0.010610079575596816
drug:furosemide,icd:10:G893,treat,25,22,0.000360604661897069,0.067934782608695649
drug:furosemide,icd:10:R600,treat,21,21,0.00030290791599353796,0.28
drug:furosemide,icd:9:25061,treat,27,21,0.00038945303484883454,0.09152542372881356
drug:levofloxacin,icd:10:J90,treat,19,18,0.0013217391304347827,0.056213017751479293
drug:lisinopril,icd:10:I6381,treat,15,15,0.00030791337370419789,0.17857142857142858
drug:lisinopril,icd:9:25002,treat,48,48,0.00098532279585343313,0.20253164556962025
drug:lisinopril,icd:9:25012,treat,58,50,0.0011905983783228986,0.28855721393034828
drug:lisinopril,icd:10:F209,treat,15,11,0.00030791337370419789,0.02717391304347826
drug:lisinopril,icd:9:28800,treat,20,19,0.00041055116493893051,0.043196544276457881
drug:omeprazole,icd:9:99667,treat,46,44,0.00062862140592544007,0.13529411764705881
drug:omeprazole,icd:10:Z433,treat,14,14,0.00019131955832513392,0.0915032679738562
drug:omeprazole,icd:10:I272,treat,10,10,0.00013665682737509566,0.29411764705882354
drug:omeprazole,icd:9:27801,treat,29,29,0.00039630479938777743,0.030623020063357972
drug:omeprazole,icd:10:J84112,treat,11,9,0.00015032251011260522,0.39285714285714285
drug:omeprazole,icd:10:T82858A,treat,32,30,0.0004373018476003061,0.16580310880829016
drug:omeprazole,icd:9:0785,treat,10,9,0.00013665682737509566,0.15625
drug:omeprazole,icd:9:03811,treat,18,18,0.00024598228927517218,0.073469387755102047
drug:omeprazole,icd:9:41041,treat,25,25,0.00034164206843773917,0.072463768115942032
drug:omeprazole,icd:10:T8141XA,treat,54,54,0.00073794686782551659,0.1888111888111888
drug:simvastatin,icd:9:78791,treat,38,32,0.0010886380564945855,0.0708955223880597
drug:simvastatin,icd:9:7820,treat,24,24,0.000687560877786054,0.073846153846153853
drug:simvastatin,icd:10:G40109,treat,10,10,0.00028648369907752252,0.071942446043165464
drug:simvastatin,icd:10:R531,treat,16,16,0.000458373918524036,0.029520295202952029
drug:simvastatin,icd:9:03812,treat,11,11,0.00031513206898527472,0.07857142857142857
drug:simvastatin,icd:9:4660,treat,30,30,0.00085945109723256749,0.11320754716981132
drug:simvastatin,icd:9:25040,treat,19,19,0.00054431902824729277,0.13013698630136986
drug:simvastatin,icd:9:2859,treat,32,31,0.000916747837048072,0.09014084507042254
drug:simvastatin,icd:10:I82412,treat,10,10,0.00028648369907752252,0.064516129032258063
drug:amlodipine,icd:9:7295,treat,20,19,0.00048238103277779116,0.042826552462526764
drug:amlodipine,icd:9:49392,treat,50,42,0.001205952581944478,0.05428881650380022
drug:lisinopril,icd:9:82300,treat,25,25,0.00051318895617366318,0.089605734767025089
drug:lisinopril,icd:9:42613,treat,23,23,0.00047213383967977007,0.2072072072072072
drug:lisinopril,icd:10:I611,treat,29,29,0.00059529918916144929,0.1039426523297491
drug:omeprazole,icd:10:K430,treat,47,47,0.00064228708866294955,0.18217054263565891
drug:omeprazole,icd:9:29633,treat,54,46,0.00073794686782551659,0.085308056872037921
drug:omeprazole,icd:10:C73,treat,39,38,0.000532961626762873,0.22807017543859648
drug:omeprazole,icd:9:80502,treat,40,40,0.00054662730950038262,0.1532567049808429
drug:omeprazole,icd:9:73027,treat,15,14,0.00020498524106264348,0.14285714285714285
drug:omeprazole,icd:10:G061,treat,11,10,0.00015032251011260522,0.10185185185185185
drug:omeprazole,icd:9:5362,treat,21,14,0.0002869793374877009,0.14685314685314685
drug:omeprazole,icd:10:J4551,treat,24,22,0.00032797638570022957,0.33333333333333331
drug:simvastatin,icd:10:T827XXA,treat,22,22,0.00063026413797054944,0.059620596205962058
drug:simvastatin,icd:10:J9622,treat,10,10,0.00028648369907752252,0.066666666666666666
drug:simvastatin,icd:10:E1143,treat,11,4,0.00031513206898527472,0.061452513966480445
drug:simvastatin,icd:10:I951,treat,53,51,0.0015183636051108692,0.085760517799352745
drug:simvastatin,icd:9:5693,treat,35,35,0.0010026929467713288,0.098039215686274508
drug:simvastatin,icd:9:5119,treat,37,34,0.0010599896865868333,0.084474885844748854
drug:simvastatin,icd:9:29574,treat,21,16,0.00060161576806279718,0.11864406779661017
drug:simvastatin,icd:9:53240,treat,21,21,0.00060161576806279718,0.085365853658536592
drug:simvastatin,icd:9:1749,treat,10,9,0.00028648369907752252,0.060606060606060608
drug:simvastatin,icd:10:I160,treat,19,19,0.00054431902824729277,0.061488673139158574
drug:simvastatin,icd:9:57451,treat,27,25,0.00077350598750931072,0.052734375
drug:simvastatin,icd:9:43330,treat,10,10,0.00028648369907752252,0.2857142857142857
drug:furosemide,icd:10:I050,treat,21,21,0.00030290791599353796,0.72413793103448276
drug:warfarin,icd:9:78720,treat,11,10,0.000380754586362063,0.074829931972789115
drug:simvastatin,icd:9:60001,treat,86,84,0.0024637598120666932,0.16796875
drug:lisinopril,icd:9:8244,treat,19,18,0.000390023606691984,0.084444444444444447
drug:amlodipine,icd:10:C3432,treat,20,18,0.00048238103277779116,0.12269938650306748
drug:amlodipine,icd:10:R7881,treat,21,20,0.00050650008441668068,0.10096153846153846
drug:lisinopril,icd:10:K8309,treat,15,15,0.00030791337370419789,0.069444444444444448
drug:lisinopril,icd:10:I428,treat,15,15,0.00030791337370419789,0.36585365853658536
drug:lisinopril,icd:9:2252,treat,32,30,0.00065688186390228879,0.10355987055016182
drug:warfarin,icd:10:I482,treat,22,22,0.000761509172724126,0.2857142857142857
drug:amlodipine,icd:9:3962,treat,11,10,0.00026530956802778516,0.055276381909547742
drug:atenolol,icd:9:72403,treat,20,20,0.001315270288044193,0.10928961748633879
drug:atenolol,icd:9:7804,treat,20,20,0.001315270288044193,0.023474178403755867
drug:atenolol,icd:10:M1612,treat,24,24,0.0015783243456530317,0.0670391061452514
drug:atenolol,icd:9:193,treat,20,17,0.001315270288044193,0.045558086560364468
drug:atenolol,icd:9:44022,treat,21,20,0.0013810338024464028,0.071428571428571425
drug:atenolol,icd:10:K432,treat,12,12,0.00078916217282651584,0.031746031746031744
drug:furosemide,icd:9:1629,treat,42,39,0.00060581583198707591,0.21319796954314721
drug:furosemide,icd:9:2989,treat,16,15,0.00023078698361412417,0.011228070175438596
drug:lisinopril,icd:10:K8012,treat,17,17,0.00034896849019809095,0.050746268656716415
drug:lisinopril,icd:9:99639,treat,15,14,0.00030791337370419789,0.13392857142857142
drug:lisinopril,icd:9:78605,treat,30,30,0.00061582674740839579,0.0641025641025641
drug:lisinopril,icd:9:80502,treat,35,35,0.0007184645386431284,0.13409961685823754
drug:lisinopril,icd:10:E1152,treat,101,87,0.002073283382941599,0.18949343339587241
drug:omeprazole,icd:10:K2211,treat,13,13,0.00017765387558762435,0.15476190476190477
drug:omeprazole,icd:9:8220,treat,11,11,0.00015032251011260522,0.095652173913043481
drug:omeprazole,icd:10:C8338,treat,24,22,0.00032797638570022957,0.19047619047619047
drug:omeprazole,icd:9:27541,treat,13,12,0.00017765387558762435,0.25490196078431371
drug:omeprazole,icd:9:7823,treat,27,26,0.0003689734339127583,0.16875
drug:omeprazole,icd:10:D61810,treat,17,16,0.00023231660653766261,0.19540229885057472
drug:omeprazole,icd:10:F200,treat,15,12,0.00020498524106264348,0.075376884422110546
drug:omeprazole,icd:9:78820,treat,15,15,0.00020498524106264348,0.15151515151515152
drug:omeprazole,icd:10:N170,treat,67,66,0.000915600743413141,0.21202531645569619
drug:omeprazole,icd:9:27669,treat,12,12,0.00016398819285011479,0.17142857142857143
drug:omeprazole,icd:9:99832,treat,20,20,0.00027331365475019131,0.13333333333333333
drug:simvastatin,icd:10:M1711,treat,71,71,0.0020340342634504096,0.1066066066066066
drug:simvastatin,icd:10:R791,treat,10,6,0.00028648369907752252,0.083333333333333329
drug:simvastatin,icd:9:99601,treat,13,13,0.00037242880880077923,0.10743801652892562
drug:simvastatin,icd:9:71595,treat,50,49,0.0014324184953876124,0.18450184501845018
drug:warfarin,icd:9:99672,treat,60,54,0.0020768431983385254,0.14084507042253522
drug:furosemide,icd:10:I743,treat,21,21,0.00030290791599353796,0.19626168224299065
drug:furosemide,icd:9:73342,treat,13,12,0.00018751442418647588,0.0896551724137931
drug:lisinopril,icd:10:I2111,treat,30,30,0.00061582674740839579,0.24793388429752067
drug:lisinopril,icd:10:J9589,treat,11,11,0.00022580314071641178,0.12643678160919541
drug:amlodipine,icd:9:7211,treat,26,26,0.00062709534261112853,0.08
drug:amlodipine,icd:9:V560,treat,56,54,0.0013506668917778154,0.26794258373205743
drug:amlodipine,icd:9:25012,treat,22,22,0.00053061913605557032,0.10945273631840796
drug:amlodipine,icd:10:N132,treat,46,46,0.0011094763753889197,0.091089108910891087
drug:amlodipine,icd:10:I959,treat,10,10,0.00024119051638889558,0.056818181818181816
drug:atenolol,icd:9:515,treat,11,11,0.00072339865842430617,0.0658682634730539
drug:atenolol,icd:10:I63412,treat,26,25,0.001709851374457451,0.05701754385964912
drug:lisinopril,icd:9:29620,treat,35,33,0.0007184645386431284,0.039325842696629212
drug:lisinopril,icd:10:L03115,treat,76,68,0.001560094426767936,0.11259259259259259
drug:lisinopril,icd:10:I70262,treat,14,14,0.00028738581545725134,0.16666666666666666
drug:lisinopril,icd:9:5400,treat,14,14,0.00028738581545725134,0.073684210526315783
drug:lisinopril,icd:9:5550,treat,14,11,0.00028738581545725134,0.046511627906976744
drug:omeprazole,icd:10:K861,treat,59,42,0.00080627528151306434,0.30256410256410254
drug:omeprazole,icd:10:R0600,treat,53,52,0.000724281185088007,0.15820895522388059
drug:omeprazole,icd:10:I052,treat,11,10,0.00015032251011260522,0.28947368421052633
drug:omeprazole,icd:9:78039,treat,70,69,0.00095659779162566964,0.11182108626198083
drug:omeprazole,icd:9:2761,treat,170,151,0.0023231660653766262,0.24251069900142652
drug:omeprazole,icd:9:78720,treat,27,27,0.0003689734339127583,0.18367346938775511
drug:simvastatin,icd:10:D320,treat,24,20,0.000687560877786054,0.0821917808219178
drug:furosemide,icd:10:I2720,treat,19,17,0.00027405954304177246,0.6785714285714286
drug:warfarin,icd:9:5589,treat,28,28,0.00096919349255797859,0.033653846153846152
drug:warfarin,icd:9:56400,treat,30,27,0.0010384215991692627,0.0702576112412178
drug:atenolol,icd:9:43411,treat,90,89,0.0059187162961988685,0.077653149266609142
drug:amlodipine,icd:10:T865,treat,11,11,0.00026530956802778516,0.11
drug:amlodipine,icd:9:51909,treat,10,9,0.00024119051638889558,0.13157894736842105
drug:amlodipine,icd:10:T8641,treat,29,26,0.00069945249752779721,0.22137404580152673
drug:amlodipine,icd:10:Q231,treat,25,25,0.000602976290972239,0.07716049382716049
drug:lisinopril,icd:9:1550,treat,33,26,0.0006774094221492354,0.059245960502693
drug:lisinopril,icd:9:5609,treat,85,70,0.0017448424509904548,0.071972904318374262
drug:lisinopril,icd:9:57450,treat,32,31,0.00065688186390228879,0.09696969696969697
drug:warfarin,icd:10:K5732,treat,11,11,0.000380754586362063,0.022587268993839837
drug:warfarin,icd:9:V5332,treat,14,13,0.0004845967462789893,0.33333333333333331
drug:amlodipine,icd:9:56211,treat,62,55,0.0014953812016111527,0.045387994143484628
drug:amlodipine,icd:10:I200,treat,11,11,0.00026530956802778516,0.21153846153846154
drug:atenolol,icd:9:7384,treat,13,13,0.00085492568722872551,0.10483870967741936
drug:atenolol,icd:10:R55,treat,28,27,0.0018413784032618704,0.016636957813428402
drug:atenolol,icd:9:7907,treat,15,15,0.00098645271603314474,0.0423728813559322
drug:atenolol,icd:9:5771,treat,12,7,0.00078916217282651584,0.029055690072639227
drug:atenolol,icd:9:29633,treat,11,11,0.00072339865842430617,0.017377567140600316
drug:atenolol,icd:10:I714,treat,25,24,0.0016440878600552415,0.058685446009389672
drug:furosemide,icd:10:R109,treat,40,37,0.00057696745903531037,0.057388809182209469
drug:furosemide,icd:9:51902,treat,18,15,0.00025963535656588969,0.21176470588235294
drug:furosemide,icd:9:5521,treat,19,19,0.00027405954304177246,0.14728682170542637
drug:furosemide,icd:9:7243,treat,10,10,0.00014424186475882759,0.11235955056179775
drug:levofloxacin,icd:10:I5033,treat,30,29,0.0020869565217391303,0.040431266846361183
drug:omeprazole,icd:10:I309,treat,32,32,0.0004373018476003061,0.34042553191489361
drug:omeprazole,icd:9:34541,treat,13,10,0.00017765387558762435,0.071428571428571425
drug:omeprazole,icd:9:1625,treat,30,30,0.00040997048212528697,0.11494252873563218
drug:omeprazole,icd:9:78079,treat,73,72,0.00099759483983819842,0.11889250814332247
drug:omeprazole,icd:10:T814XXA,treat,169,160,0.0023095003826391165,0.19402985074626866
drug:omeprazole,icd:9:6823,treat,51,50,0.00069694981961298781,0.091561938958707359
drug:omeprazole,icd:10:I671,treat,77,74,0.0010522575707882366,0.06980961015412511
drug:omeprazole,icd:9:99666,treat,42,36,0.00057395867497540181,0.13375796178343949
drug:omeprazole,icd:9:5571,treat,20,20,0.00027331365475019131,0.16949152542372881
drug:simvastatin,icd:9:42821,treat,35,35,0.0010026929467713288,0.12962962962962962
drug:simvastatin,icd:9:41400,treat,19,19,0.00054431902824729277,0.093596059113300489
drug:simvastatin,icd:9:7464,treat,13,13,0.00037242880880077923,0.22033898305084745
drug:simvastatin,icd:10:J45901,treat,24,18,0.000687560877786054,0.042933810375670838
drug:simvastatin,icd:9:34510,treat,20,19,0.000572967398155045,0.075471698113207544
drug:simvastatin,icd:9:40301,treat,12,10,0.000343780438893027,0.0967741935483871
drug:simvastatin,icd:9:5789,treat,131,118,0.0037529364579155446,0.12596153846153846
drug:furosemide,icd:9:4870,treat,23,23,0.0003317562889453035,0.17164179104477612
drug:furosemide,icd:9:20500,treat,50,47,0.000721209323794138,0.17123287671232876
drug:levofloxacin,icd:10:I214,treat,43,43,0.0029913043478260871,0.013169984686064319
drug:amlodipine,icd:9:8052,treat,17,16,0.00041002387786112253,0.049275362318840582
drug:amlodipine,icd:9:2809,treat,18,18,0.00043414292950001205,0.0782608695652174
drug:amlodipine,icd:9:42781,treat,47,47,0.0011335954270278092,0.11838790931989925
drug:amlodipine,icd:9:7245,treat,18,18,0.00043414292950001205,0.043902439024390241
drug:amlodipine,icd:9:193,treat,15,14,0.00036178577458334337,0.034168564920273349
drug:lisinopril,icd:10:A4101,treat,14,14,0.00028738581545725134,0.042944785276073622
drug:lisinopril,icd:10:I7101,treat,19,16,0.000390023606691984,0.087962962962962965
drug:omeprazole,icd:9:78902,treat,22,22,0.00030064502022521044,0.17460317460317459
drug:omeprazole,icd:9:5856,treat,17,17,0.00023231660653766261,0.15454545454545454
drug:omeprazole,icd:9:56212,treat,71,62,0.00097026347436317923,0.15236051502145923
drug:omeprazole,icd:9:5119,treat,70,62,0.00095659779162566964,0.15981735159817351
drug:omeprazole,icd:10:S72001A,treat,29,29,0.00039630479938777743,0.16763005780346821
drug:simvastatin,icd:9:41511,treat,14,14,0.00040107717870853149,0.16666666666666666
drug:simvastatin,icd:9:5570,treat,30,28,0.00085945109723256749,0.15
drug:furosemide,icd:9:82101,treat,32,32,0.00046157396722824835,0.14349775784753363
drug:simvastatin,icd:10:C7931,treat,49,40,0.0014037701254798602,0.0691114245416079
drug:furosemide,icd:9:5780,treat,27,27,0.00038945303484883454,0.09375
drug:furosemide,icd:9:44022,treat,45,43,0.00064908839141472423,0.15306122448979592
drug:amlodipine,icd:10:J208,treat,12,11,0.00028942861966667468,0.18461538461538463
drug:amlodipine,icd:10:S72141A,treat,44,44,0.0010612382721111406,0.13793103448275862
drug:lisinopril,icd:10:F0390,treat,15,15,0.00030791337370419789,0.11029411764705882
drug:lisinopril,icd:9:1629,treat,20,19,0.00041055116493893051,0.10152284263959391
drug:warfarin,icd:10:J159,treat,23,23,0.00079612322602976807,0.076411960132890366
drug:warfarin,icd:9:44023,treat,85,74,0.0029421945309795776,0.11627906976744186
drug:amlodipine,icd:9:73027,treat,11,11,0.00026530956802778516,0.10476190476190476
drug:atenolol,icd:9:99674,treat,29,28,0.00190714191766408,0.042274052478134108
drug:atenolol,icd:10:I671,treat,56,49,0.0036827568065237407,0.050770625566636446
drug:atenolol,icd:10:R0789,treat,45,44,0.0029593581480994342,0.021226415094339621
drug:furosemide,icd:9:1551,treat,13,13,0.00018751442418647588,0.0896551724137931
drug:furosemide,icd:10:I352,treat,77,77,0.0011106623586429726,0.66956521739130437
drug:furosemide,icd:9:57400,treat,49,47,0.00070678513731825521,0.06805555555555555
drug:furosemide,icd:9:78009,treat,11,11,0.00015866605123471036,0.042635658914728682
drug:furosemide,icd:9:25081,treat,28,17,0.00040387722132471731,0.14213197969543148
drug:furosemide,icd:10:J101,treat,31,31,0.00044714978075236557,0.16577540106951871
drug:levofloxacin,icd:9:6826,treat,54,50,0.0037565217391304349,0.025092936802973979
drug:lisinopril,icd:9:5781,treat,59,56,0.0012111259365698451,0.095008051529790666
drug:lisinopril,icd:9:78909,treat,43,43,0.00088268500461870063,0.044979079497907949
drug:lisinopril,icd:9:99811,treat,47,47,0.00096479523760648674,0.072196620583717355
drug:lisinopril,icd:10:M19012,treat,20,20,0.00041055116493893051,0.24390243902439024
drug:lisinopril,icd:10:I6522,treat,49,49,0.0010058503541003799,0.2168141592920354
drug:lisinopril,icd:10:I340,treat,33,32,0.0006774094221492354,0.071274298056155511
drug:lisinopril,icd:10:R197,treat,19,18,0.000390023606691984,0.074803149606299218
drug:lisinopril,icd:9:71945,treat,38,36,0.000780047213383968,0.13620071684587814
drug:lisinopril,icd:9:29633,treat,32,30,0.00065688186390228879,0.050552922590837282
drug:lisinopril,icd:10:T827XXA,treat,42,35,0.00086215744637175413,0.11382113821138211
drug:lisinopril,icd:9:56089,treat,14,11,0.00028738581545725134,0.05533596837944664
drug:omeprazole,icd:9:44024,treat,74,62,0.0010112605225757079,0.11178247734138973
drug:omeprazole,icd:10:C9000,treat,99,69,0.001352902591013447,0.30461538461538462
drug:omeprazole,icd:10:I2694,treat,31,31,0.00042363616486279656,0.23846153846153847
drug:omeprazole,icd:10:I714,treat,71,70,0.00097026347436317923,0.16666666666666666
drug:omeprazole,icd:10:G9341,treat,19,18,0.00025964797201268177,0.16964285714285715
drug:omeprazole,icd:9:4373,treat,61,56,0.00083360664698808352,0.10374149659863946
drug:simvastatin,icd:9:4260,treat,42,41,0.0012032315361255944,0.15671641791044777
drug:simvastatin,icd:10:T8619,treat,11,8,0.00031513206898527472,0.04954954954954955
drug:furosemide,icd:10:I610,treat,19,19,0.00027405954304177246,0.1144578313253012
drug:amlodipine,icd:10:C20,treat,10,9,0.00024119051638889558,0.0425531914893617
drug:amlodipine,icd:10:I2119,treat,19,19,0.00045826198113890163,0.05993690851735016
drug:amlodipine,icd:9:43889,treat,14,14,0.00033766672294445384,0.12280701754385964
drug:lisinopril,icd:10:G610,treat,15,15,0.00030791337370419789,0.12820512820512819
drug:lisinopril,icd:9:40491,treat,34,32,0.0006979369803961819,0.192090395480226
drug:omeprazole,icd:9:2800,treat,37,36,0.000505630261287854,0.18316831683168316
drug:simvastatin,icd:10:F332,treat,14,12,0.00040107717870853149,0.019444444444444445
drug:simvastatin,icd:10:I081,treat,22,21,0.00063026413797054944,0.11702127659574468
drug:simvastatin,icd:9:57420,treat,15,15,0.00042972554861628375,0.0635593220338983
drug:simvastatin,icd:9:29633,treat,32,28,0.000916747837048072,0.050552922590837282
drug:simvastatin,icd:10:M179,treat,33,33,0.00094539620695582426,0.15942028985507245
drug:amlodipine,icd:9:78605,treat,23,23,0.00055473818769445984,0.049145299145299144
drug:furosemide,icd:9:8054,treat,43,43,0.00062024001846295869,0.099307159353348731
drug:furosemide,icd:10:I63411,treat,46,45,0.000663512577890607,0.12742382271468145
drug:amlodipine,icd:10:K922,treat,34,34,0.00082004775572224505,0.065637065637065631
drug:amlodipine,icd:10:I480,treat,107,103,0.0025807385253611829,0.1014218009478673
drug:glyburide,icd:9:41401,treat,128,113,0.074505238649592548,0.022256998782820378
drug:lisinopril,icd:9:5559,treat,20,13,0.00041055116493893051,0.057803468208092484
drug:warfarin,icd:9:34590,treat,27,24,0.00093457943925233649,0.043130990415335461
drug:warfarin,icd:10:I21A1,treat,13,13,0.00044998269297334719,0.075144508670520235
drug:warfarin,icd:10:I420,treat,24,22,0.00083073727933541017,0.23762376237623761
drug:warfarin,icd:10:E860,treat,17,17,0.00058843890619591555,0.040669856459330141
drug:warfarin,icd:9:7242,treat,21,21,0.00072689511941848386,0.040697674418604654
drug:warfarin,icd:9:5609,treat,55,42,0.0019037729318103151,0.046570702794242171
drug:warfarin,icd:9:43310,treat,51,50,0.0017653167185877467,0.0776255707762557
drug:atenolol,icd:10:N179,treat,44,43,0.0028935946336972247,0.016584998115341122
drug:atenolol,icd:9:0090,treat,14,13,0.00092068920163093518,0.05533596837944664
drug:atenolol,icd:10:N390,treat,57,54,0.0037485203209259503,0.0262551819438047
drug:furosemide,icd:9:7210,treat,22,22,0.00031733210246942073,0.083969465648854963
drug:furosemide,icd:9:51181,treat,46,43,0.000663512577890607,0.22660098522167488
drug:furosemide,icd:9:0088,treat,63,60,0.00090872374798061392,0.065149948293691834
drug:furosemide,icd:9:53081,treat,43,43,0.00062024001846295869,0.10070257611241218
drug:furosemide,icd:9:79092,treat,37,36,0.00053369489960766216,0.22289156626506024
drug:furosemide,icd:10:N178,treat,12,12,0.00017309023771059311,0.23076923076923078
drug:glyburide,icd:9:78659,treat,30,24,0.017462165308498253,0.0057559478127398311
drug:levofloxacin,icd:9:99811,treat,14,14,0.00097391304347826089,0.021505376344086023
drug:lisinopril,icd:10:K5792,treat,13,12,0.00026685825721030484,0.11607142857142858
drug:lisinopril,icd:9:4423,treat,10,9,0.00020527558246946525,0.14084507042253522
drug:lisinopril,icd:10:M868X7,treat,12,11,0.00024633069896335828,0.23076923076923078
drug:lisinopril,icd:9:71591,treat,13,13,0.00026685825721030484,0.27659574468085107
drug:omeprazole,icd:10:I615,treat,13,13,0.00017765387558762435,0.087837837837837843
drug:omeprazole,icd:10:G40802,treat,10,8,0.00013665682737509566,0.10989010989010989
drug:omeprazole,icd:9:99674,treat,75,70,0.0010249262053132174,0.10932944606413994
drug:omeprazole,icd:9:6822,treat,36,33,0.00049196457855034436,0.12162162162162163
drug:omeprazole,icd:10:I25111,treat,13,10,0.00017765387558762435,0.33333333333333331
drug:omeprazole,icd:9:73382,treat,28,26,0.00038263911665026783,0.12785388127853881
drug:omeprazole,icd:9:9961,treat,40,37,0.00054662730950038262,0.17167381974248927
drug:omeprazole,icd:10:S7222XA,treat,20,20,0.00027331365475019131,0.24691358024691357
drug:omeprazole,icd:10:K859,treat,33,31,0.00045096753033781569,0.24444444444444444
drug:omeprazole,icd:10:K559,treat,28,27,0.00038263911665026783,0.25
drug:omeprazole,icd:10:E1069,treat,25,21,0.00034164206843773917,0.26595744680851063
drug:omeprazole,icd:10:I2609,treat,17,17,0.00023231660653766261,0.20481927710843373
drug:omeprazole,icd:9:99682,treat,74,44,0.0010112605225757079,0.22356495468277945
drug:omeprazole,icd:10:D702,treat,12,12,0.00016398819285011479,0.24489795918367346
drug:omeprazole,icd:10:M48062,treat,124,121,0.0016945446594511862,0.1984
drug:simvastatin,icd:10:J90,treat,28,24,0.000802154357417063,0.082840236686390539
drug:warfarin,icd:9:34690,treat,10,10,0.00034614053305642093,0.0390625
drug:warfarin,icd:10:J069,treat,23,22,0.00079612322602976807,0.0777027027027027
drug:furosemide,icd:10:E1022,treat,14,14,0.00020193861066235866,0.19444444444444445
drug:levofloxacin,icd:9:42831,treat,32,32,0.0022260869565217389,0.10561056105610561
drug:lisinopril,icd:10:I952,treat,12,12,0.00024633069896335828,0.069767441860465115
drug:lisinopril,icd:10:I743,treat,13,13,0.00026685825721030484,0.12149532710280374
drug:levofloxacin,icd:9:431,treat,17,17,0.0011826086956521738,0.014131338320864505
drug:levofloxacin,icd:10:I4891,treat,18,18,0.0012521739130434784,0.024128686327077747
drug:amlodipine,icd:10:I70222,treat,14,12,0.00033766672294445384,0.18666666666666668
drug:amlodipine,icd:9:34590,treat,31,27,0.00074769060080557637,0.049520766773162937
drug:lisinopril,icd:10:I313,treat,20,20,0.00041055116493893051,0.063091482649842268
drug:lisinopril,icd:9:0479,treat,21,20,0.00043107872318587706,0.0958904109589041
drug:lisinopril,icd:10:T82110A,treat,14,14,0.00028738581545725134,0.25925925925925924
drug:omeprazole,icd:10:C3412,treat,69,66,0.00094293210888816,0.26136363636363635
drug:omeprazole,icd:10:G43109,treat,19,18,0.00025964797201268177,0.20212765957446807
drug:simvastatin,icd:9:71531,treat,11,10,0.00031513206898527472,0.16176470588235295
drug:simvastatin,icd:10:R109,treat,11,11,0.00031513206898527472,0.015781922525107604
drug:simvastatin,icd:9:2989,treat,17,17,0.00048702228843178821,0.011929824561403509
drug:warfarin,icd:9:59010,treat,15,15,0.00051921079958463135,0.044642857142857144
drug:levofloxacin,icd:9:4280,treat,32,32,0.0022260869565217389,0.066666666666666666
drug:levofloxacin,icd:9:5109,treat,28,28,0.0019478260869565218,0.30107526881720431
drug:atenolol,icd:9:25060,treat,33,27,0.0021701959752729186,0.069327731092436978
drug:simvastatin,icd:9:3320,treat,27,22,0.00077350598750931072,0.17197452229299362
