id,type,label,aliases,source_ids
icd:10:I75023,disease,Atheroembolism of bilateral lower extremities,,
icd:10:I75029,disease,Atheroembolism of unspecified lower extremity,,
icd:10:I7581,disease,Atheroembolism of kidney,,
icd:10:I7589,disease,Atheroembolism of other site,,
icd:10:I770,disease,"Arteriovenous fistula, acquired",,
icd:10:I771,disease,Stricture of artery,,
icd:10:I772,disease,Rupture of artery,,
icd:10:I774,disease,Celiac artery compression syndrome,,
icd:10:I775,disease,Necrosis of artery,,
icd:10:I776,disease,"Arteritis, unspecified",,
icd:10:I7771,disease,Dissection of carotid artery,,
icd:10:I7773,disease,Dissection of renal artery,,
icd:10:I7774,disease,Dissection of vertebral artery,,
icd:10:I7779,disease,Dissection of other specified artery,,
icd:10:I77819,disease,"Aortic ectasia, unspecified site",,
icd:10:I7789,disease,Other specified disorders of arteries and arterioles,,
icd:10:I779,disease,"Disorder of arteries and arterioles, unspecified",,
icd:10:I780,disease,Hereditary hemorrhagic telangiectasia,,
icd:10:I789,disease,"Disease of capillaries, unspecified",,
icd:10:I8001,disease,Phlebitis and thrombophlebitis of superficial vessels of right lower extremity,,
icd:10:I8002,disease,Phlebitis and thrombophlebitis of superficial vessels of left lower extremity,,
icd:10:I80203,disease,"Phlebitis and thrombophlebitis of unspecified deep vessels of lower extremities, bilateral",,
icd:10:I803,disease,"Phlebitis and thrombophlebitis of lower extremities, unspecified",,
icd:10:I808,disease,Phlebitis and thrombophlebitis of other sites,,
icd:10:I81,disease,Portal vein thrombosis,,
icd:10:I820,disease,Budd-Chiari syndrome,,
icd:10:I82210,disease,Acute embolism and thrombosis of superior vena cava,,
icd:10:I82220,disease,Acute embolism and thrombosis of inferior vena cava,,
icd:10:I82221,disease,Chronic embolism and thrombosis of inferior vena cava,,
icd:10:I823,disease,Embolism and thrombosis of renal vein,,
icd:10:I82401,disease,Acute embolism and thrombosis of unspecified deep veins of right lower extremity,,
icd:10:I82402,disease,Acute embolism and thrombosis of unspecified deep veins of left lower extremity,,
icd:10:I82403,disease,"Acute embolism and thrombosis of unspecified deep veins of lower extremity, bilateral",,
icd:10:I82411,disease,Acute embolism and thrombosis of right femoral vein,,
icd:10:I82412,disease,Acute embolism and thrombosis of left femoral vein,,
icd:10:I82413,disease,"Acute embolism and thrombosis of femoral vein, bilateral",,
icd:10:I82421,disease,Acute embolism and thrombosis of right iliac vein,,
icd:10:I82422,disease,Acute embolism and thrombosis of left iliac vein,,
icd:10:I82423,disease,"Acute embolism and thrombosis of iliac vein, bilateral",,
icd:10:I82431,disease,Acute embolism and thrombosis of right popliteal vein,,
icd:10:I82432,disease,Acute embolism and thrombosis of left popliteal vein,,
icd:10:I82433,disease,"Acute embolism and thrombosis of popliteal vein, bilateral",,
icd:10:I82439,disease,Acute embolism and thrombosis of unspecified popliteal vein,,
icd:10:I82441,disease,Acute embolism and thrombosis of right tibial vein,,
icd:10:I82442,disease,Acute embolism and thrombosis of left tibial vein,,
icd:10:I82443,disease,"Acute embolism and thrombosis of tibial vein, bilateral",,
icd:10:I82451,disease,Acute embolism and thrombosis of right peroneal vein,,
icd:10:I82452,disease,Acute embolism and thrombosis of left peroneal vein,,
icd:10:I82462,disease,Acute embolism and thrombosis of left calf muscular vein,,
icd:10:I82491,disease,Acute embolism and thrombosis of other specified deep vein of right lower extremity,,
icd:10:I82492,disease,Acute embolism and thrombosis of other specified deep vein of left lower extremity,,
icd:10:I824Y1,disease,Acute embolism and thrombosis of unspecified deep veins of right proximal lower extremity,,
icd:10:I824Y2,disease,Acute embolism and thrombosis of unspecified deep veins of left proximal lower extremity,,
icd:10:I824Y3,disease,"Acute embolism and thrombosis of unspecified deep veins of proximal lower extremity, bilateral",,
icd:10:I824Z1,disease,Acute embolism and thrombosis of unspecified deep veins of right distal lower extremity,,
icd:10:I824Z2,disease,Acute embolism and thrombosis of unspecified deep veins of left distal lower extremity,,
icd:10:I824Z3,disease,"Acute embolism and thrombosis of unspecified deep veins of distal lower extremity, bilateral",,
icd:10:I82503,disease,"Chronic embolism and thrombosis of unspecified deep veins of lower extremity, bilateral",,
icd:10:I82511,disease,Chronic embolism and thrombosis of right femoral vein,,
icd:10:I82512,disease,Chronic embolism and thrombosis of left femoral vein,,
icd:10:I82513,disease,"Chronic embolism and thrombosis of femoral vein, bilateral",,
icd:10:I82521,disease,Chronic embolism and thrombosis of right iliac vein,,
icd:10:I82522,disease,Chronic embolism and thrombosis of left iliac vein,,
icd:10:I82532,disease,Chronic embolism and thrombosis of left popliteal vein,,
icd:10:I825Z2,disease,Chronic embolism and thrombosis of unspecified deep veins of left distal lower extremity,,
icd:10:I82611,disease,Acute embolism and thrombosis of superficial veins of right upper extremity,,
icd:10:I82621,disease,Acute embolism and thrombosis of deep veins of right upper extremity,,
icd:10:I82622,disease,Acute embolism and thrombosis of deep veins of left upper extremity,,
icd:10:I82721,disease,Chronic embolism and thrombosis of deep veins of right upper extremity,,
icd:10:I82811,disease,Embolism and thrombosis of superficial veins of right lower extremity,,
icd:10:I82812,disease,Embolism and thrombosis of superficial veins of left lower extremity,,
icd:10:I82890,disease,Acute embolism and thrombosis of other specified veins,,
icd:10:I82891,disease,Chronic embolism and thrombosis of other specified veins,,
icd:10:I82A11,disease,Acute embolism and thrombosis of right axillary vein,,
icd:10:I82A12,disease,Acute embolism and thrombosis of left axillary vein,,
icd:10:I82A21,disease,Chronic embolism and thrombosis of right axillary vein,,
icd:10:I82B11,disease,Acute embolism and thrombosis of right subclavian vein,,
icd:10:I82B12,disease,Acute embolism and thrombosis of left subclavian vein,,
icd:10:I82B22,disease,Chronic embolism and thrombosis of left subclavian vein,,
icd:10:I82C11,disease,Acute embolism and thrombosis of right internal jugular vein,,
icd:10:I82C12,disease,Acute embolism and thrombosis of left internal jugular vein,,
icd:10:I82C13,disease,"Acute embolism and thrombosis of internal jugular vein, bilateral",,
icd:10:I83012,disease,Varicose veins of right lower extremity with ulcer of calf,,
icd:10:I83013,disease,Varicose veins of right lower extremity with ulcer of ankle,,
icd:10:I83018,disease,Varicose veins of right lower extremity with ulcer other part of lower leg,,
icd:10:I83019,disease,Varicose veins of right lower extremity with ulcer of unspecified site,,
icd:10:I83023,disease,Varicose veins of left lower extremity with ulcer of ankle,,
icd:10:I83028,disease,Varicose veins of left lower extremity with ulcer other part of lower leg,,
icd:10:I83029,disease,Varicose veins of left lower extremity with ulcer of unspecified site,,
icd:10:I8310,disease,Varicose veins of unspecified lower extremity with inflammation,,
icd:10:I8312,disease,Varicose veins of left lower extremity with inflammation,,
icd:10:I83212,disease,Varicose veins of right lower extremity with both ulcer of calf and inflammation,,
icd:10:I83214,disease,Varicose veins of right lower extremity with both ulcer of heel and midfoot and inflammation,,
icd:10:I83215,disease,Varicose veins of right lower extremity with both ulcer other part of foot and inflammation,,
icd:10:I83218,disease,Varicose veins of right lower extremity with both ulcer of other part of lower extremity and inflammation,,
icd:10:I83228,disease,Varicose veins of left lower extremity with both ulcer of other part of lower extremity and inflammation,,
icd:10:I83891,disease,Varicose veins of right lower extremity with other complications,,
icd:10:I8392,disease,Asymptomatic varicose veins of left lower extremity,,
icd:10:I8501,disease,Esophageal varices with bleeding,,
icd:10:I864,disease,Gastric varices,,
icd:10:I868,disease,Varicose veins of other specified sites,,
icd:10:I87001,disease,Postthrombotic syndrome without complications of right lower extremity,,
icd:10:I87002,disease,Postthrombotic syndrome without complications of left lower extremity,,
icd:10:I87011,disease,Postthrombotic syndrome with ulcer of right lower extremity,,
icd:10:I87022,disease,Postthrombotic syndrome with inflammation of left lower extremity,,
icd:10:I87091,disease,Postthrombotic syndrome with other complications of right lower extremity,,
icd:10:I87093,disease,Postthrombotic syndrome with other complications of bilateral lower extremity,,
icd:10:I871,disease,Compression of vein,,
icd:10:I872,disease,Venous insufficiency (chronic) (peripheral),,
icd:10:I878,disease,Other specified disorders of veins,,
icd:10:I890,disease,"Lymphedema, not elsewhere classified",,
icd:10:I898,disease,Other specified noninfective disorders of lymphatic vessels and lymph nodes,,
icd:10:I951,disease,Orthostatic hypotension,,
icd:10:I952,disease,Hypotension due to drugs,,
icd:10:I953,disease,Hypotension of hemodialysis,,
icd:10:I9581,disease,Postprocedural hypotension,,
icd:10:I9589,disease,Other hypotension,,
icd:10:I959,disease,"Hypotension, unspecified",,
icd:10:I96,disease,"Gangrene, not elsewhere classified",,
icd:10:I970,disease,Postcardiotomy syndrome,,
icd:10:I97111,disease,Postprocedural cardiac insufficiency following other surgery,,
icd:10:I97120,disease,Postprocedural cardiac arrest following cardiac surgery,,
icd:10:I97121,disease,Postprocedural cardiac arrest following other surgery,,
icd:10:I97130,disease,Postprocedural heart failure following cardiac surgery,,
icd:10:I97131,disease,Postprocedural heart failure following other surgery,,
icd:10:I97190,disease,Other postprocedural cardiac functional disturbances following cardiac surgery,,
icd:10:I97191,disease,Other postprocedural cardiac functional disturbances following other surgery,,
icd:10:I972,disease,Postmastectomy lymphedema syndrome,,
icd:10:I973,disease,Postprocedural hypertension,,
icd:10:I97410,disease,Intraoperative hemorrhage and hematoma of a circulatory system organ or structure complicating a cardiac catheterization,,
icd:10:I97418,disease,Intraoperative hemorrhage and hematoma of a circulatory system organ or structure complicating other circulatory system procedure,,
icd:10:I9742,disease,Intraoperative hemorrhage and hematoma of a circulatory system organ or structure complicating other procedure,,
icd:10:I9751,disease,Accidental puncture and laceration of a circulatory system organ or structure during a circulatory system procedure,,
icd:10:I97610,disease,Postprocedural hemorrhage of a circulatory system organ or structure following a cardiac catheterization,,
icd:10:I97618,disease,Postprocedural hemorrhage of a circulatory system organ or structure following other circulatory system procedure,,
icd:10:I9762,disease,"Postprocedural hemorrhage, hematoma and seroma of a circulatory system organ or structure following other procedure",,
icd:10:I97620,disease,Postprocedural hemorrhage of a circulatory system organ or structure following other procedure,,
icd:10:I97622,disease,Postprocedural seroma of a circulatory system organ or structure following other procedure,,
icd:10:I97630,disease,Postprocedural hematoma of a circulatory system organ or structure following a cardiac catheterization,,
icd:10:I97638,disease,Postprocedural hematoma of a circulatory system organ or structure following other circulatory system procedure,,
icd:10:I97648,disease,Postprocedural seroma of a circulatory system organ or structure following other circulatory system procedure,,
icd:10:I97710,disease,Intraoperative cardiac arrest during cardiac surgery,,
icd:10:I97711,disease,Intraoperative cardiac arrest during other surgery,,
icd:10:I97790,disease,Other intraoperative cardiac functional disturbances during cardiac surgery,,
icd:10:I97791,disease,Other intraoperative cardiac functional disturbances during other surgery,,
icd:10:I97820,disease,Postprocedural cerebrovascular infarction following cardiac surgery,,
icd:10:I97821,disease,Postprocedural cerebrovascular infarction following other surgery,,
icd:10:I9788,disease,"Other intraoperative complications of the circulatory system, not elsewhere classified",,
icd:10:I9789,disease,"Other postprocedural complications and disorders of the circulatory system, not elsewhere classified",,
icd:10:I998,disease,Other disorder of circulatory system,,
icd:10:J00,disease,Acute nasopharyngitis [common cold],,
icd:10:J0100,disease,"Acute maxillary sinusitis, unspecified",,
icd:10:J0110,disease,"Acute frontal sinusitis, unspecified",,
icd:10:J0120,disease,"Acute ethmoidal sinusitis, unspecified",,
icd:10:J0130,disease,"Acute sphenoidal sinusitis, unspecified",,
icd:10:J0140,disease,"Acute pansinusitis, unspecified",,
icd:10:J0180,disease,Other acute sinusitis,,
icd:10:J0181,disease,Other acute recurrent sinusitis,,
icd:10:J0190,disease,"Acute sinusitis, unspecified",,
icd:10:J0191,disease,"Acute recurrent sinusitis, unspecified",,
icd:10:J020,disease,Streptococcal pharyngitis,,
icd:10:J028,disease,Acute pharyngitis due to other specified organisms,,
icd:10:J029,disease,"Acute pharyngitis, unspecified",,
icd:10:J0390,disease,"Acute tonsillitis, unspecified",,
icd:10:J040,disease,Acute laryngitis,,
icd:10:J0410,disease,Acute tracheitis without obstruction,,
icd:10:J0431,disease,"Supraglottitis, unspecified, with obstruction",,
icd:10:J0510,disease,Acute epiglottitis without obstruction,,
icd:10:J0511,disease,Acute epiglottitis with obstruction,,
icd:10:J069,disease,"Acute upper respiratory infection, unspecified",,
icd:10:J09X1,disease,Influenza due to identified novel influenza A virus with pneumonia,,
icd:10:J09X2,disease,Influenza due to identified novel influenza A virus with other respiratory manifestations,,
icd:10:J09X3,disease,Influenza due to identified novel influenza A virus with gastrointestinal manifestations,,
icd:10:J09X9,disease,Influenza due to identified novel influenza A virus with other manifestations,,
icd:10:J1000,disease,Influenza due to other identified influenza virus with unspecified type of pneumonia,,
icd:10:J1001,disease,Influenza due to other identified influenza virus with the same other identified influenza virus pneumonia,,
icd:10:J1008,disease,Influenza due to other identified influenza virus with other specified pneumonia,,
icd:10:J101,disease,Influenza due to other identified influenza virus with other respiratory manifestations,,
icd:10:J102,disease,Influenza due to other identified influenza virus with gastrointestinal manifestations,,
icd:10:J1081,disease,Influenza due to other identified influenza virus with encephalopathy,,
icd:10:J1082,disease,Influenza due to other identified influenza virus with myocarditis,,
icd:10:J1089,disease,Influenza due to other identified influenza virus with other manifestations,,
icd:10:J1100,disease,Influenza due to unidentified influenza virus with unspecified type of pneumonia,,
icd:10:J1108,disease,Influenza due to unidentified influenza virus with specified pneumonia,,
icd:10:J111,disease,Influenza due to unidentified influenza virus with other respiratory manifestations,,
icd:10:J1181,disease,Influenza due to unidentified influenza virus with encephalopathy,,
icd:10:J1189,disease,Influenza due to unidentified influenza virus with other manifestations,,
icd:10:J120,disease,Adenoviral pneumonia,,
icd:10:J121,disease,Respiratory syncytial virus pneumonia,,
icd:10:J122,disease,Parainfluenza virus pneumonia,,
icd:10:J123,disease,Human metapneumovirus pneumonia,,
icd:10:J1281,disease,Pneumonia due to SARS-associated coronavirus,,
icd:10:J1289,disease,Other viral pneumonia,,
icd:10:J129,disease,"Viral pneumonia, unspecified",,
icd:10:J13,disease,Pneumonia due to Streptococcus pneumoniae,,
icd:10:J14,disease,Pneumonia due to Hemophilus influenzae,,
icd:10:J150,disease,Pneumonia due to Klebsiella pneumoniae,,
icd:10:J151,disease,Pneumonia due to Pseudomonas,,
icd:10:J15211,disease,Pneumonia due to Methicillin susceptible Staphylococcus aureus,,
icd:10:J15212,disease,Pneumonia due to Methicillin resistant Staphylococcus aureus,,
icd:10:J153,disease,"Pneumonia due to streptococcus, group B",,
icd:10:J154,disease,Pneumonia due to other streptococci,,
icd:10:J155,disease,Pneumonia due to Escherichia coli,,
icd:10:J156,disease,Pneumonia due to other Gram-negative bacteria,,
icd:10:J158,disease,Pneumonia due to other specified bacteria,,
icd:10:J159,disease,Unspecified bacterial pneumonia,,
icd:10:J168,disease,Pneumonia due to other specified infectious organisms,,
icd:10:J180,disease,"Bronchopneumonia, unspecified organism",,
icd:10:J181,disease,"Lobar pneumonia, unspecified organism",,
icd:10:J188,disease,"Other pneumonia, unspecified organism",,
icd:10:J189,disease,"Pneumonia, unspecified organism",,
icd:10:J204,disease,Acute bronchitis due to parainfluenza virus,,
icd:10:J205,disease,Acute bronchitis due to respiratory syncytial virus,,
icd:10:J206,disease,Acute bronchitis due to rhinovirus,,
icd:10:J208,disease,Acute bronchitis due to other specified organisms,,
icd:10:J209,disease,"Acute bronchitis, unspecified",,
icd:10:J210,disease,Acute bronchiolitis due to respiratory syncytial virus,,
icd:10:J219,disease,"Acute bronchiolitis, unspecified",,
icd:10:J22,disease,Unspecified acute lower respiratory infection,,
icd:10:J320,disease,Chronic maxillary sinusitis,,
icd:10:J321,disease,Chronic frontal sinusitis,,
icd:10:J322,disease,Chronic ethmoidal sinusitis,,
icd:10:J323,disease,Chronic sphenoidal sinusitis,,
icd:10:J324,disease,Chronic pansinusitis,,
icd:10:J328,disease,Other chronic sinusitis,,
icd:10:J329,disease,"Chronic sinusitis, unspecified",,
icd:10:J340,disease,"Abscess, furuncle and carbuncle of nose",,
icd:10:J341,disease,Cyst and mucocele of nose and nasal sinus,,
icd:10:J342,disease,Deviated nasal septum,,
icd:10:J3489,disease,Other specified disorders of nose and nasal sinuses,,
icd:10:J3501,disease,Chronic tonsillitis,,
icd:10:J36,disease,Peritonsillar abscess,,
icd:10:J3801,disease,"Paralysis of vocal cords and larynx, unilateral",,
icd:10:J3802,disease,"Paralysis of vocal cords and larynx, bilateral",,
icd:10:J383,disease,Other diseases of vocal cords,,
icd:10:J384,disease,Edema of larynx,,
icd:10:J385,disease,Laryngeal spasm,,
icd:10:J386,disease,Stenosis of larynx,,
icd:10:J387,disease,Other diseases of larynx,,
icd:10:J390,disease,Retropharyngeal and parapharyngeal abscess,,
icd:10:J392,disease,Other diseases of pharynx,,
icd:10:J398,disease,Other specified diseases of upper respiratory tract,,
icd:10:J40,disease,"Bronchitis, not specified as acute or chronic",,
icd:10:J42,disease,Unspecified chronic bronchitis,,
icd:10:J430,disease,Unilateral pulmonary emphysema [MacLeod's syndrome],,
icd:10:J431,disease,Panlobular emphysema,,
icd:10:J432,disease,Centrilobular emphysema,,
icd:10:J438,disease,Other emphysema,,
icd:10:J439,disease,"Emphysema, unspecified",,
icd:10:J440,disease,Chronic obstructive pulmonary disease with (acute) lower respiratory infection,,
icd:10:J441,disease,Chronic obstructive pulmonary disease with (acute) exacerbation,,
icd:10:J449,disease,"Chronic obstructive pulmonary disease, unspecified",,
icd:10:J4521,disease,Mild intermittent asthma with (acute) exacerbation,,
icd:10:J4531,disease,Mild persistent asthma with (acute) exacerbation,,
icd:10:J4541,disease,Moderate persistent asthma with (acute) exacerbation,,
icd:10:J4551,disease,Severe persistent asthma with (acute) exacerbation,,
icd:10:J4552,disease,Severe persistent asthma with status asthmaticus,,
icd:10:J45901,disease,Unspecified asthma with (acute) exacerbation,,
icd:10:J45902,disease,Unspecified asthma with status asthmaticus,,
icd:10:J45909,disease,"Unspecified asthma, uncomplicated",,
icd:10:J45991,disease,Cough variant asthma,,
icd:10:J470,disease,Bronchiectasis with acute lower respiratory infection,,
icd:10:J471,disease,Bronchiectasis with (acute) exacerbation,,
icd:10:J479,disease,"Bronchiectasis, uncomplicated",,
icd:10:J61,disease,Pneumoconiosis due to asbestos and other mineral fibers,,
icd:10:J628,disease,Pneumoconiosis due to other dust containing silica,,
icd:10:J672,disease,Bird fancier's lung,,
icd:10:J678,disease,Hypersensitivity pneumonitis due to other organic dusts,,
icd:10:J679,disease,Hypersensitivity pneumonitis due to unspecified organic dust,,
icd:10:J680,disease,"Bronchitis and pneumonitis due to chemicals, gases, fumes and vapors",,
icd:10:J690,disease,Pneumonitis due to inhalation of food and vomit,,
icd:10:J698,disease,Pneumonitis due to inhalation of other solids and liquids,,
icd:10:J700,disease,Acute pulmonary manifestations due to radiation,,
icd:10:J701,disease,Chronic and other pulmonary manifestations due to radiation,,
icd:10:J702,disease,Acute drug-induced interstitial lung disorders,,
icd:10:J703,disease,Chronic drug-induced interstitial lung disorders,,
icd:10:J704,disease,"Drug-induced interstitial lung disorders, unspecified",,
icd:10:J705,disease,Respiratory conditions due to smoke inhalation,,
icd:10:J708,disease,Respiratory conditions due to other specified external agents,,
icd:10:J80,disease,Acute respiratory distress syndrome,,
icd:10:J810,disease,Acute pulmonary edema,,
icd:10:J811,disease,Chronic pulmonary edema,,
icd:10:J82,disease,"Pulmonary eosinophilia, not elsewhere classified",,
icd:10:J8281,disease,Chronic eosinophilic pneumonia,,
icd:10:J8282,disease,Acute eosinophilic pneumonia,,
icd:10:J8401,disease,Alveolar proteinosis,,
icd:10:J8410,disease,"Pulmonary fibrosis, unspecified",,
icd:10:J84111,disease,"Idiopathic interstitial pneumonia, not otherwise specified",,
icd:10:J84112,disease,Idiopathic pulmonary fibrosis,,
icd:10:J84113,disease,Idiopathic non-specific interstitial pneumonitis,,
icd:10:J84114,disease,Acute interstitial pneumonitis,,
icd:10:J84115,disease,Respiratory bronchiolitis interstitial lung disease,,
icd:10:J84116,disease,Cryptogenic organizing pneumonia,,
icd:10:J84117,disease,Desquamative interstitial pneumonia,,
icd:10:J8481,disease,Lymphangioleiomyomatosis,,
icd:10:J8482,disease,Adult pulmonary Langerhans cell histiocytosis,,
icd:10:J8489,disease,Other specified interstitial pulmonary diseases,,
icd:10:J849,disease,"Interstitial pulmonary disease, unspecified",,
icd:10:J850,disease,Gangrene and necrosis of lung,,
icd:10:J851,disease,Abscess of lung with pneumonia,,
icd:10:J852,disease,Abscess of lung without pneumonia,,
icd:10:J853,disease,Abscess of mediastinum,,
icd:10:J860,disease,Pyothorax with fistula,,
icd:10:J869,disease,Pyothorax without fistula,,
icd:10:J90,disease,"Pleural effusion, not elsewhere classified",,
icd:10:J910,disease,Malignant pleural effusion,,
icd:10:J920,disease,Pleural plaque with presence of asbestos,,
icd:10:J930,disease,Spontaneous tension pneumothorax,,
icd:10:J9311,disease,Primary spontaneous pneumothorax,,
icd:10:J9381,disease,Chronic pneumothorax,,
icd:10:J9382,disease,Other air leak,,
icd:10:J9383,disease,Other pneumothorax,,
icd:10:J939,disease,"Pneumothorax, unspecified",,
icd:10:J940,disease,Chylous effusion,,
icd:10:J942,disease,Hemothorax,,
icd:10:J948,disease,Other specified pleural conditions,,
icd:10:J9501,disease,Hemorrhage from tracheostomy stoma,,
icd:10:J9502,disease,Infection of tracheostomy stoma,,
icd:10:J9503,disease,Malfunction of tracheostomy stoma,,
icd:10:J9504,disease,Tracheo-esophageal fistula following tracheostomy,,
icd:10:J9509,disease,Other tracheostomy complication,,
icd:10:J954,disease,Chemical pneumonitis due to anesthesia,,
icd:10:J955,disease,Postprocedural subglottic stenosis,,
icd:10:J9561,disease,Intraoperative hemorrhage and hematoma of a respiratory system organ or structure complicating a respiratory system procedure,,
icd:10:J9562,disease,Intraoperative hemorrhage and hematoma of a respiratory system organ or structure complicating other procedure,,
icd:10:J9571,disease,Accidental puncture and laceration of a respiratory system organ or structure during a respiratory system procedure,,
icd:10:J9572,disease,Accidental puncture and laceration of a respiratory system organ or structure during other procedure,,
icd:10:J95811,disease,Postprocedural pneumothorax,,
icd:10:J95812,disease,Postprocedural air leak,,
icd:10:J95821,disease,Acute postprocedural respiratory failure,,
icd:10:J95822,disease,Acute and chronic postprocedural respiratory failure,,
icd:10:J95830,disease,Postprocedural hemorrhage of a respiratory system organ or structure following a respiratory system procedure,,
icd:10:J95831,disease,Postprocedural hemorrhage of a respiratory system organ or structure following other procedure,,
icd:10:J9584,disease,Transfusion-related acute lung injury (TRALI),,
icd:10:J95851,disease,Ventilator associated pneumonia,,
icd:10:J95861,disease,Postprocedural hematoma of a respiratory system organ or structure following other procedure,,
icd:10:J9588,disease,"Other intraoperative complications of respiratory system, not elsewhere classified",,
icd:10:J9589,disease,"Other postprocedural complications and disorders of respiratory system, not elsewhere classified",,
icd:10:J9600,disease,"Acute respiratory failure, unspecified whether with hypoxia or hypercapnia",,
icd:10:J9601,disease,Acute respiratory failure with hypoxia,,
icd:10:J9602,disease,Acute respiratory failure with hypercapnia,,
icd:10:J9610,disease,"Chronic respiratory failure, unspecified whether with hypoxia or hypercapnia",,
icd:10:J9611,disease,Chronic respiratory failure with hypoxia,,
icd:10:J9612,disease,Chronic respiratory failure with hypercapnia,,
icd:10:J9620,disease,"Acute and chronic respiratory failure, unspecified whether with hypoxia or hypercapnia",,
icd:10:J9621,disease,Acute and chronic respiratory failure with hypoxia,,
icd:10:J9622,disease,Acute and chronic respiratory failure with hypercapnia,,
icd:10:J9690,disease,"Respiratory failure, unspecified, unspecified whether with hypoxia or hypercapnia",,
icd:10:J9691,disease,"Respiratory failure, unspecified with hypoxia",,
icd:10:J9692,disease,"Respiratory failure, unspecified with hypercapnia",,
icd:10:J9801,disease,Acute bronchospasm,,
icd:10:J9809,disease,"Other diseases of bronchus, not elsewhere classified",,
icd:10:J9811,disease,Atelectasis,,
icd:10:J9819,disease,Other pulmonary collapse,,
icd:10:J982,disease,Interstitial emphysema,,
icd:10:J984,disease,Other disorders of lung,,
icd:10:J9859,disease,"Other diseases of mediastinum, not elsewhere classified",,
icd:10:J986,disease,Disorders of diaphragm,,
icd:10:J988,disease,Other specified respiratory disorders,,
icd:10:K029,disease,"Dental caries, unspecified",,
icd:10:K045,disease,Chronic apical periodontitis,,
icd:10:K047,disease,Periapical abscess without sinus,,
icd:10:K05219,disease,"Aggressive periodontitis, localized, unspecified severity",,
icd:10:K0530,disease,"Chronic periodontitis, unspecified",,
icd:10:K05329,disease,"Chronic periodontitis, generalized, unspecified severity",,
icd:10:K056,disease,"Periodontal disease, unspecified",,
icd:10:K068,disease,Other specified disorders of gingiva and edentulous alveolar ridge,,
icd:10:K08119,disease,"Complete loss of teeth due to trauma, unspecified class",,
icd:10:K0889,disease,Other specified disorders of teeth and supporting structures,,
icd:10:K1120,disease,"Sialoadenitis, unspecified",,
icd:10:K1121,disease,Acute sialoadenitis,,
icd:10:K1122,disease,Acute recurrent sialoadenitis,,
icd:10:K1123,disease,Chronic sialoadenitis,,
icd:10:K113,disease,Abscess of salivary gland,,
icd:10:K115,disease,Sialolithiasis,,
icd:10:K117,disease,Disturbances of salivary secretion,,
icd:10:K120,disease,Recurrent oral aphthae,,
icd:10:K122,disease,Cellulitis and abscess of mouth,,
icd:10:K1230,disease,"Oral mucositis (ulcerative), unspecified",,
icd:10:K1231,disease,Oral mucositis (ulcerative) due to antineoplastic therapy,,
icd:10:K1232,disease,Oral mucositis (ulcerative) due to other drugs,,
icd:10:K130,disease,Diseases of lips,,
icd:10:K134,disease,Granuloma and granuloma-like lesions of oral mucosa,,
icd:10:K1379,disease,Other lesions of oral mucosa,,
icd:10:K140,disease,Glossitis,,
icd:10:K148,disease,Other diseases of tongue,,
icd:10:K200,disease,Eosinophilic esophagitis,,
icd:10:K208,disease,Other esophagitis,,
icd:10:K2080,disease,Other esophagitis without bleeding,,
icd:10:K2081,disease,Other esophagitis with bleeding,,
icd:10:K209,disease,"Esophagitis, unspecified",,
icd:10:K2090,disease,"Esophagitis, unspecified without bleeding",,
icd:10:K2091,disease,"Esophagitis, unspecified with bleeding",,
icd:10:K210,disease,Gastro-esophageal reflux disease with esophagitis,,
icd:10:K2100,disease,"Gastro-esophageal reflux disease with esophagitis, without bleeding",,
icd:10:K2101,disease,"Gastro-esophageal reflux disease with esophagitis, with bleeding",,
icd:10:K219,disease,Gastro-esophageal reflux disease without esophagitis,,
icd:10:K220,disease,Achalasia of cardia,,
icd:10:K2210,disease,Ulcer of esophagus without bleeding,,
icd:10:K2211,disease,Ulcer of esophagus with bleeding,,
icd:10:K222,disease,Esophageal obstruction,,
icd:10:K223,disease,Perforation of esophagus,,
icd:10:K224,disease,Dyskinesia of esophagus,,
icd:10:K225,disease,"Diverticulum of esophagus, acquired",,
icd:10:K226,disease,Gastro-esophageal laceration-hemorrhage syndrome,,
icd:10:K2270,disease,Barrett's esophagus without dysplasia,,
icd:10:K22710,disease,Barrett's esophagus with low grade dysplasia,,
icd:10:K22711,disease,Barrett's esophagus with high grade dysplasia,,
icd:10:K228,disease,Other specified diseases of esophagus,,
icd:10:K2289,disease,Other specified disease of esophagus,,
icd:10:K250,disease,Acute gastric ulcer with hemorrhage,,
icd:10:K251,disease,Acute gastric ulcer with perforation,,
icd:10:K253,disease,Acute gastric ulcer without hemorrhage or perforation,,
icd:10:K254,disease,Chronic or unspecified gastric ulcer with hemorrhage,,
icd:10:K255,disease,Chronic or unspecified gastric ulcer with perforation,,
icd:10:K257,disease,Chronic gastric ulcer without hemorrhage or perforation,,
icd:10:K259,disease,"Gastric ulcer, unspecified as acute or chronic, without hemorrhage or perforation",,
icd:10:K260,disease,Acute duodenal ulcer with hemorrhage,,
icd:10:K261,disease,Acute duodenal ulcer with perforation,,
icd:10:K263,disease,Acute duodenal ulcer without hemorrhage or perforation,,
icd:10:K264,disease,Chronic or unspecified duodenal ulcer with hemorrhage,,
icd:10:K265,disease,Chronic or unspecified duodenal ulcer with perforation,,
icd:10:K266,disease,Chronic or unspecified duodenal ulcer with both hemorrhage and perforation,,
