disease_name,disease_id,entity_id,drug_name,pmid_count,pmids
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy_Idiopathic_Generalized,Lamotrigine,10,34012830 34973822 35579204 35756921 36241501 36407465 36579655 37047022 37906300 38308208
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy_Frontal_Lobe,Lamotrigine,10,34012830 34973822 35579204 35756921 36241501 36407465 36579655 37047022 37906300 38308208
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Drug_Resistant_Epilepsy,Lamotrigine,10,34012830 34973822 35579204 35756921 36241501 36407465 36579655 37047022 37906300 38308208
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy,Phenobarbital,10,32154280 32368167 32484071 32707172 34516512 35250838 35765823 36490273 36685756 38027332
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy_Post_Traumatic,Phenobarbital,10,32154280 32368167 32484071 32707172 34516512 35250838 35765823 36490273 36685756 38027332
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy_Tonic_Clonic,Phenobarbital,10,32154280 32368167 32484071 32707172 34516512 35250838 35765823 36490273 36685756 38027332
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy_Temporal_Lobe,Phenobarbital,10,32154280 32368167 32484071 32707172 34516512 35250838 35765823 36490273 36685756 38027332
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy_Absence,Phenobarbital,10,32154280 32368167 32484071 32707172 34516512 35250838 35765823 36490273 36685756 38027332
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy_Reflex,Phenobarbital,10,32154280 32368167 32484071 32707172 34516512 35250838 35765823 36490273 36685756 38027332
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy_Generalized,Phenobarbital,10,32154280 32368167 32484071 32707172 34516512 35250838 35765823 36490273 36685756 38027332
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy_Idiopathic_Generalized,Phenobarbital,10,32154280 32368167 32484071 32707172 34516512 35250838 35765823 36490273 36685756 38027332
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy_Frontal_Lobe,Phenobarbital,10,32154280 32368167 32484071 32707172 34516512 35250838 35765823 36490273 36685756 38027332
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Drug_Resistant_Epilepsy,Phenobarbital,10,32154280 32368167 32484071 32707172 34516512 35250838 35765823 36490273 36685756 38027332
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy,Topiramate,10,33350762 34124281 35421622 36158444 36322373 37597080 37628904 37763249 37781728 37798835
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy_Post_Traumatic,Topiramate,10,33350762 34124281 35421622 36158444 36322373 37597080 37628904 37763249 37781728 37798835
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy_Tonic_Clonic,Topiramate,10,33350762 34124281 35421622 36158444 36322373 37597080 37628904 37763249 37781728 37798835
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy_Temporal_Lobe,Topiramate,10,33350762 34124281 35421622 36158444 36322373 37597080 37628904 37763249 37781728 37798835
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy_Absence,Topiramate,10,33350762 34124281 35421622 36158444 36322373 37597080 37628904 37763249 37781728 37798835
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy_Reflex,Topiramate,10,33350762 34124281 35421622 36158444 36322373 37597080 37628904 37763249 37781728 37798835
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy_Generalized,Topiramate,10,33350762 34124281 35421622 36158444 36322373 37597080 37628904 37763249 37781728 37798835
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy_Idiopathic_Generalized,Topiramate,10,33350762 34124281 35421622 36158444 36322373 37597080 37628904 37763249 37781728 37798835
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy_Frontal_Lobe,Topiramate,10,33350762 34124281 35421622 36158444 36322373 37597080 37628904 37763249 37781728 37798835
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Drug_Resistant_Epilepsy,Topiramate,10,33350762 34124281 35421622 36158444 36322373 37597080 37628904 37763249 37781728 37798835
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy,Oxcarbazepine,10,33334546 34177787 34181315 34285917 35756921 36073252 36281833 36678811 37092337 37493972
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy_Post_Traumatic,Oxcarbazepine,10,33334546 34177787 34181315 34285917 35756921 36073252 36281833 36678811 37092337 37493972
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy_Tonic_Clonic,Oxcarbazepine,10,33334546 34177787 34181315 34285917 35756921 36073252 36281833 36678811 37092337 37493972
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy_Temporal_Lobe,Oxcarbazepine,10,33334546 34177787 34181315 34285917 35756921 36073252 36281833 36678811 37092337 37493972
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy_Absence,Oxcarbazepine,10,33334546 34177787 34181315 34285917 35756921 36073252 36281833 36678811 37092337 37493972
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy_Reflex,Oxcarbazepine,10,33334546 34177787 34181315 34285917 35756921 36073252 36281833 36678811 37092337 37493972
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy_Generalized,Oxcarbazepine,10,33334546 34177787 34181315 34285917 35756921 36073252 36281833 36678811 37092337 37493972
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy_Idiopathic_Generalized,Oxcarbazepine,10,33334546 34177787 34181315 34285917 35756921 36073252 36281833 36678811 37092337 37493972
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy_Frontal_Lobe,Oxcarbazepine,10,33334546 34177787 34181315 34285917 35756921 36073252 36281833 36678811 37092337 37493972
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Drug_Resistant_Epilepsy,Oxcarbazepine,10,33334546 34177787 34181315 34285917 35756921 36073252 36281833 36678811 37092337 37493972
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy,Vigabatrin,10,31912454 32704429 33472713 34833089 36585066 36762638 36835284 37386496 37829947 40753723
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy_Post_Traumatic,Vigabatrin,10,31912454 32704429 33472713 34833089 36585066 36762638 36835284 37386496 37829947 40753723
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy_Tonic_Clonic,Vigabatrin,10,31912454 32704429 33472713 34833089 36585066 36762638 36835284 37386496 37829947 40753723
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy_Temporal_Lobe,Vigabatrin,10,31912454 32704429 33472713 34833089 36585066 36762638 36835284 37386496 37829947 40753723
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy_Absence,Vigabatrin,10,31912454 32704429 33472713 34833089 36585066 36762638 36835284 37386496 37829947 40753723
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy_Reflex,Vigabatrin,10,31912454 32704429 33472713 34833089 36585066 36762638 36835284 37386496 37829947 40753723
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy_Generalized,Vigabatrin,10,31912454 32704429 33472713 34833089 36585066 36762638 36835284 37386496 37829947 40753723
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy_Idiopathic_Generalized,Vigabatrin,10,31912454 32704429 33472713 34833089 36585066 36762638 36835284 37386496 37829947 40753723
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy_Frontal_Lobe,Vigabatrin,10,31912454 32704429 33472713 34833089 36585066 36762638 36835284 37386496 37829947 40753723
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Drug_Resistant_Epilepsy,Vigabatrin,10,31912454 32704429 33472713 34833089 36585066 36762638 36835284 37386496 37829947 40753723
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy,Cannabidiol,10,32350749 32652616 32839652 33117180 33224689 33559102 34563808 35211946 36466385 36555823
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy_Post_Traumatic,Cannabidiol,10,32350749 32652616 32839652 33117180 33224689 33559102 34563808 35211946 36466385 36555823
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy_Tonic_Clonic,Cannabidiol,10,32350749 32652616 32839652 33117180 33224689 33559102 34563808 35211946 36466385 36555823
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy_Temporal_Lobe,Cannabidiol,10,32350749 32652616 32839652 33117180 33224689 33559102 34563808 35211946 36466385 36555823
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy_Absence,Cannabidiol,10,32350749 32652616 32839652 33117180 33224689 33559102 34563808 35211946 36466385 36555823
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy_Reflex,Cannabidiol,10,32350749 32652616 32839652 33117180 33224689 33559102 34563808 35211946 36466385 36555823
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy_Generalized,Cannabidiol,10,32350749 32652616 32839652 33117180 33224689 33559102 34563808 35211946 36466385 36555823
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy_Idiopathic_Generalized,Cannabidiol,10,32350749 32652616 32839652 33117180 33224689 33559102 34563808 35211946 36466385 36555823
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy_Frontal_Lobe,Cannabidiol,10,32350749 32652616 32839652 33117180 33224689 33559102 34563808 35211946 36466385 36555823
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Drug_Resistant_Epilepsy,Cannabidiol,10,32350749 32652616 32839652 33117180 33224689 33559102 34563808 35211946 36466385 36555823
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy,Levetiracetam,10,32130500 32789060 33327318 34021701 35660071 37256778 37313334 38021754 40080083 40760363
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy_Post_Traumatic,Levetiracetam,10,32130500 32789060 33327318 34021701 35660071 37256778 37313334 38021754 40080083 40760363
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy_Tonic_Clonic,Levetiracetam,10,32130500 32789060 33327318 34021701 35660071 37256778 37313334 38021754 40080083 40760363
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy_Temporal_Lobe,Levetiracetam,10,32130500 32789060 33327318 34021701 35660071 37256778 37313334 38021754 40080083 40760363
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy_Absence,Levetiracetam,10,32130500 32789060 33327318 34021701 35660071 37256778 37313334 38021754 40080083 40760363
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy_Reflex,Levetiracetam,10,32130500 32789060 33327318 34021701 35660071 37256778 37313334 38021754 40080083 40760363
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy_Generalized,Levetiracetam,10,32130500 32789060 33327318 34021701 35660071 37256778 37313334 38021754 40080083 40760363
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy_Idiopathic_Generalized,Levetiracetam,10,32130500 32789060 33327318 34021701 35660071 37256778 37313334 38021754 40080083 40760363
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy_Frontal_Lobe,Levetiracetam,10,32130500 32789060 33327318 34021701 35660071 37256778 37313334 38021754 40080083 40760363
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Drug_Resistant_Epilepsy,Levetiracetam,10,32130500 32789060 33327318 34021701 35660071 37256778 37313334 38021754 40080083 40760363
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy,Phenytoin,10,119150 1898770 32130500 33143037 34154568 34409844 36644000 37313334 38239322 809855
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy_Post_Traumatic,Phenytoin,10,119150 1898770 32130500 33143037 34154568 34409844 36644000 37313334 38239322 809855
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy_Tonic_Clonic,Phenytoin,10,119150 1898770 32130500 33143037 34154568 34409844 36644000 37313334 38239322 809855
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy_Temporal_Lobe,Phenytoin,10,119150 1898770 32130500 33143037 34154568 34409844 36644000 37313334 38239322 809855
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy_Absence,Phenytoin,10,119150 1898770 32130500 33143037 34154568 34409844 36644000 37313334 38239322 809855
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy_Reflex,Phenytoin,10,119150 1898770 32130500 33143037 34154568 34409844 36644000 37313334 38239322 809855
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy_Generalized,Phenytoin,10,119150 1898770 32130500 33143037 34154568 34409844 36644000 37313334 38239322 809855
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy_Idiopathic_Generalized,Phenytoin,10,119150 1898770 32130500 33143037 34154568 34409844 36644000 37313334 38239322 809855
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy_Frontal_Lobe,Phenytoin,10,119150 1898770 32130500 33143037 34154568 34409844 36644000 37313334 38239322 809855
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Drug_Resistant_Epilepsy,Phenytoin,10,119150 1898770 32130500 33143037 34154568 34409844 36644000 37313334 38239322 809855
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy,Valproic Acid,10,34154568 34409844 35095743 35834881 36685424 36865155 37489815 37711412 38021754 39463282
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy_Post_Traumatic,Valproic Acid,10,34154568 34409844 35095743 35834881 36685424 36865155 37489815 37711412 38021754 39463282
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy_Tonic_Clonic,Valproic Acid,10,34154568 34409844 35095743 35834881 36685424 36865155 37489815 37711412 38021754 39463282
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy_Temporal_Lobe,Valproic Acid,10,34154568 34409844 35095743 35834881 36685424 36865155 37489815 37711412 38021754 39463282
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy_Absence,Valproic Acid,10,34154568 34409844 35095743 35834881 36685424 36865155 37489815 37711412 38021754 39463282
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy_Reflex,Valproic Acid,10,34154568 34409844 35095743 35834881 36685424 36865155 37489815 37711412 38021754 39463282
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy_Generalized,Valproic Acid,10,34154568 34409844 35095743 35834881 36685424 36865155 37489815 37711412 38021754 39463282
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy_Idiopathic_Generalized,Valproic Acid,10,34154568 34409844 35095743 35834881 36685424 36865155 37489815 37711412 38021754 39463282
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy_Frontal_Lobe,Valproic Acid,10,34154568 34409844 35095743 35834881 36685424 36865155 37489815 37711412 38021754 39463282
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Drug_Resistant_Epilepsy,Valproic Acid,10,34154568 34409844 35095743 35834881 36685424 36865155 37489815 37711412 38021754 39463282
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy,Dexamethasone,10,27176565 29205258 31416411 31436134 31755076 33458863 35689293 36791513 38418169 40868730
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy_Post_Traumatic,Dexamethasone,10,27176565 29205258 31416411 31436134 31755076 33458863 35689293 36791513 38418169 40868730
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy_Tonic_Clonic,Dexamethasone,10,27176565 29205258 31416411 31436134 31755076 33458863 35689293 36791513 38418169 40868730
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy_Temporal_Lobe,Dexamethasone,10,27176565 29205258 31416411 31436134 31755076 33458863 35689293 36791513 38418169 40868730
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy_Absence,Dexamethasone,10,27176565 29205258 31416411 31436134 31755076 33458863 35689293 36791513 38418169 40868730
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy_Reflex,Dexamethasone,10,27176565 29205258 31416411 31436134 31755076 33458863 35689293 36791513 38418169 40868730
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy_Generalized,Dexamethasone,10,27176565 29205258 31416411 31436134 31755076 33458863 35689293 36791513 38418169 40868730
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy_Idiopathic_Generalized,Dexamethasone,10,27176565 29205258 31416411 31436134 31755076 33458863 35689293 36791513 38418169 40868730
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy_Frontal_Lobe,Dexamethasone,10,27176565 29205258 31416411 31436134 31755076 33458863 35689293 36791513 38418169 40868730
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Drug_Resistant_Epilepsy,Dexamethasone,10,27176565 29205258 31416411 31436134 31755076 33458863 35689293 36791513 38418169 40868730
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy,Carbamazepine,10,12657482 1873607 19226483 33143037 33563104 34154568 34409844 34936076 40760363 6410292
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy_Post_Traumatic,Carbamazepine,10,12657482 1873607 19226483 33143037 33563104 34154568 34409844 34936076 40760363 6410292
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy_Tonic_Clonic,Carbamazepine,10,12657482 1873607 19226483 33143037 33563104 34154568 34409844 34936076 40760363 6410292
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy_Temporal_Lobe,Carbamazepine,10,12657482 1873607 19226483 33143037 33563104 34154568 34409844 34936076 40760363 6410292
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy_Absence,Carbamazepine,10,12657482 1873607 19226483 33143037 33563104 34154568 34409844 34936076 40760363 6410292
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy_Reflex,Carbamazepine,10,12657482 1873607 19226483 33143037 33563104 34154568 34409844 34936076 40760363 6410292
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy_Generalized,Carbamazepine,10,12657482 1873607 19226483 33143037 33563104 34154568 34409844 34936076 40760363 6410292
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy_Idiopathic_Generalized,Carbamazepine,10,12657482 1873607 19226483 33143037 33563104 34154568 34409844 34936076 40760363 6410292
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy_Frontal_Lobe,Carbamazepine,10,12657482 1873607 19226483 33143037 33563104 34154568 34409844 34936076 40760363 6410292
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Drug_Resistant_Epilepsy,Carbamazepine,10,12657482 1873607 19226483 33143037 33563104 34154568 34409844 34936076 40760363 6410292
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy,Vancomycin,10,12756578 16531663 23483044 24745317 27514967 28007027 32233643 32798452 33654648 39193018
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy_Post_Traumatic,Vancomycin,10,12756578 16531663 23483044 24745317 27514967 28007027 32233643 32798452 33654648 39193018
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy_Tonic_Clonic,Vancomycin,10,12756578 16531663 23483044 24745317 27514967 28007027 32233643 32798452 33654648 39193018
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy_Temporal_Lobe,Vancomycin,10,12756578 16531663 23483044 24745317 27514967 28007027 32233643 32798452 33654648 39193018
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy_Absence,Vancomycin,10,12756578 16531663 23483044 24745317 27514967 28007027 32233643 32798452 33654648 39193018
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy_Reflex,Vancomycin,10,12756578 16531663 23483044 24745317 27514967 28007027 32233643 32798452 33654648 39193018
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy_Generalized,Vancomycin,10,12756578 16531663 23483044 24745317 27514967 28007027 32233643 32798452 33654648 39193018
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy_Idiopathic_Generalized,Vancomycin,10,12756578 16531663 23483044 24745317 27514967 28007027 32233643 32798452 33654648 39193018
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy_Frontal_Lobe,Vancomycin,10,12756578 16531663 23483044 24745317 27514967 28007027 32233643 32798452 33654648 39193018
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Drug_Resistant_Epilepsy,Vancomycin,10,12756578 16531663 23483044 24745317 27514967 28007027 32233643 32798452 33654648 39193018
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy,Glucose,10,23994447 25911580 27919624 30123064 30459556 32623354 33744988 33850547 34176788 9872462
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy_Post_Traumatic,Glucose,10,23994447 25911580 27919624 30123064 30459556 32623354 33744988 33850547 34176788 9872462
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy_Tonic_Clonic,Glucose,10,23994447 25911580 27919624 30123064 30459556 32623354 33744988 33850547 34176788 9872462
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy_Temporal_Lobe,Glucose,10,23994447 25911580 27919624 30123064 30459556 32623354 33744988 33850547 34176788 9872462
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy_Absence,Glucose,10,23994447 25911580 27919624 30123064 30459556 32623354 33744988 33850547 34176788 9872462
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy_Reflex,Glucose,10,23994447 25911580 27919624 30123064 30459556 32623354 33744988 33850547 34176788 9872462
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy_Generalized,Glucose,10,23994447 25911580 27919624 30123064 30459556 32623354 33744988 33850547 34176788 9872462
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy_Idiopathic_Generalized,Glucose,10,23994447 25911580 27919624 30123064 30459556 32623354 33744988 33850547 34176788 9872462
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy_Frontal_Lobe,Glucose,10,23994447 25911580 27919624 30123064 30459556 32623354 33744988 33850547 34176788 9872462
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Drug_Resistant_Epilepsy,Glucose,10,23994447 25911580 27919624 30123064 30459556 32623354 33744988 33850547 34176788 9872462
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy,Hyaluronic Acid,10,11409129 22338615 22672684 30859611 31230119 31965593 32302651 35752551 36091441 38092346
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy_Post_Traumatic,Hyaluronic Acid,10,11409129 22338615 22672684 30859611 31230119 31965593 32302651 35752551 36091441 38092346
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy_Tonic_Clonic,Hyaluronic Acid,10,11409129 22338615 22672684 30859611 31230119 31965593 32302651 35752551 36091441 38092346
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy_Temporal_Lobe,Hyaluronic Acid,10,11409129 22338615 22672684 30859611 31230119 31965593 32302651 35752551 36091441 38092346
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy_Absence,Hyaluronic Acid,10,11409129 22338615 22672684 30859611 31230119 31965593 32302651 35752551 36091441 38092346
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy_Reflex,Hyaluronic Acid,10,11409129 22338615 22672684 30859611 31230119 31965593 32302651 35752551 36091441 38092346
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy_Generalized,Hyaluronic Acid,10,11409129 22338615 22672684 30859611 31230119 31965593 32302651 35752551 36091441 38092346
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy_Idiopathic_Generalized,Hyaluronic Acid,10,11409129 22338615 22672684 30859611 31230119 31965593 32302651 35752551 36091441 38092346
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy_Frontal_Lobe,Hyaluronic Acid,10,11409129 22338615 22672684 30859611 31230119 31965593 32302651 35752551 36091441 38092346
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Drug_Resistant_Epilepsy,Hyaluronic Acid,10,11409129 22338615 22672684 30859611 31230119 31965593 32302651 35752551 36091441 38092346
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy,Polyethylene Glycols,10,10726229 15554750 16238899 16393437 19019885 20614462 26059611 26759631 27419808 9830188
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy_Post_Traumatic,Polyethylene Glycols,10,10726229 15554750 16238899 16393437 19019885 20614462 26059611 26759631 27419808 9830188
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy_Tonic_Clonic,Polyethylene Glycols,10,10726229 15554750 16238899 16393437 19019885 20614462 26059611 26759631 27419808 9830188
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy_Temporal_Lobe,Polyethylene Glycols,10,10726229 15554750 16238899 16393437 19019885 20614462 26059611 26759631 27419808 9830188
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy_Absence,Polyethylene Glycols,10,10726229 15554750 16238899 16393437 19019885 20614462 26059611 26759631 27419808 9830188
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy_Reflex,Polyethylene Glycols,10,10726229 15554750 16238899 16393437 19019885 20614462 26059611 26759631 27419808 9830188
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy_Generalized,Polyethylene Glycols,10,10726229 15554750 16238899 16393437 19019885 20614462 26059611 26759631 27419808 9830188
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy_Idiopathic_Generalized,Polyethylene Glycols,10,10726229 15554750 16238899 16393437 19019885 20614462 26059611 26759631 27419808 9830188
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy_Frontal_Lobe,Polyethylene Glycols,10,10726229 15554750 16238899 16393437 19019885 20614462 26059611 26759631 27419808 9830188
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Drug_Resistant_Epilepsy,Polyethylene Glycols,10,10726229 15554750 16238899 16393437 19019885 20614462 26059611 26759631 27419808 9830188
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy,Methylprednisolone,10,11150324 20191229 21262204 21276433 27334885 28279078 30255202 33100225 3555850 37899338
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy_Post_Traumatic,Methylprednisolone,10,11150324 20191229 21262204 21276433 27334885 28279078 30255202 33100225 3555850 37899338
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy_Tonic_Clonic,Methylprednisolone,10,11150324 20191229 21262204 21276433 27334885 28279078 30255202 33100225 3555850 37899338
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy_Temporal_Lobe,Methylprednisolone,10,11150324 20191229 21262204 21276433 27334885 28279078 30255202 33100225 3555850 37899338
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy_Absence,Methylprednisolone,10,11150324 20191229 21262204 21276433 27334885 28279078 30255202 33100225 3555850 37899338
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy_Reflex,Methylprednisolone,10,11150324 20191229 21262204 21276433 27334885 28279078 30255202 33100225 3555850 37899338
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy_Generalized,Methylprednisolone,10,11150324 20191229 21262204 21276433 27334885 28279078 30255202 33100225 3555850 37899338
Epilepsy,@DISEASE_Epilepsy,@DISEASE_Epilepsy_Idiopathic_Generalized,Methylprednisolone,10,11150324 20191229 21262204 21276433 27334885 28279078 30255202 33100225 3555850 37899338
