dst,drug_label,src,weight_admissions,unique_patients,p_disease_given_drug,p_drug_given_disease
icd:10:T8453XA,amlodipine,drug:amlodipine,23,17,0.0005547381876944,0.1678832116788321
icd:10:T8453XA,furosemide,drug:furosemide,22,19,0.0003173321024694,0.1605839416058394
icd:10:T8453XA,warfarin,drug:warfarin,17,11,0.0005884389061959,0.1240875912408759
icd:10:T8453XA,simvastatin,drug:simvastatin,13,10,0.0003724288088007,0.0948905109489051
icd:10:T8453XA,atenolol,drug:atenolol,12,7,0.0007891621728265,0.0875912408759124
icd:10:T8454XA,omeprazole,drug:omeprazole,34,25,0.0004646332130753,0.2481751824817518
icd:10:T8454XA,lisinopril,drug:lisinopril,21,15,0.0004310787231858,0.1532846715328467
icd:10:T8454XA,amlodipine,drug:amlodipine,19,15,0.0004582619811389,0.1386861313868613
icd:10:T8454XA,furosemide,drug:furosemide,18,13,0.0002596353565658,0.1313868613138686
icd:10:T8454XA,simvastatin,drug:simvastatin,14,9,0.0004010771787085,0.1021897810218978
icd:10:T8463XA,omeprazole,drug:omeprazole,10,10,0.000136656827375,0.3571428571428571
icd:10:T8469XA,lisinopril,drug:lisinopril,14,13,0.0002873858154572,0.175
icd:10:T8469XA,omeprazole,drug:omeprazole,12,11,0.0001639881928501,0.15
icd:10:T8469XA,amlodipine,drug:amlodipine,11,10,0.0002653095680277,0.1375
icd:10:T85520A,omeprazole,drug:omeprazole,16,16,0.0002186509238001,0.32
icd:10:T85590A,omeprazole,drug:omeprazole,26,24,0.0003553077511752,0.25
icd:10:T85628A,omeprazole,drug:omeprazole,21,21,0.0002869793374877,0.25
icd:10:T85628A,amlodipine,drug:amlodipine,10,10,0.0002411905163888,0.119047619047619
icd:10:T8571XA,amlodipine,drug:amlodipine,11,11,0.0002653095680277,0.2244897959183673
icd:10:T8579XA,omeprazole,drug:omeprazole,57,55,0.000778943916038,0.2326530612244897
icd:10:T8579XA,furosemide,drug:furosemide,23,23,0.0003317562889453,0.0938775510204081
icd:10:T8579XA,lisinopril,drug:lisinopril,22,20,0.0004516062814328,0.0897959183673469
icd:10:T8579XA,amlodipine,drug:amlodipine,16,16,0.0003859048262222,0.0653061224489796
icd:10:T8579XA,simvastatin,drug:simvastatin,10,10,0.0002864836990775,0.0408163265306122
icd:10:T85898A,amlodipine,drug:amlodipine,11,10,0.0002653095680277,0.22
icd:10:T85898A,omeprazole,drug:omeprazole,11,11,0.0001503225101126,0.22
icd:10:T8611,amlodipine,drug:amlodipine,25,21,0.0006029762909722,0.3424657534246575
icd:10:T8611,omeprazole,drug:omeprazole,16,14,0.0002186509238001,0.2191780821917808
icd:10:T8612,amlodipine,drug:amlodipine,25,19,0.0006029762909722,0.3125
icd:10:T8612,omeprazole,drug:omeprazole,23,21,0.0003143107029627,0.2875
icd:10:T8612,furosemide,drug:furosemide,18,17,0.0002596353565658,0.225
icd:10:T8613,omeprazole,drug:omeprazole,35,29,0.0004782988958128,0.282258064516129
icd:10:T8613,amlodipine,drug:amlodipine,29,23,0.0006994524975277,0.2338709677419354
icd:10:T8613,furosemide,drug:furosemide,14,12,0.0002019386106623,0.1129032258064516
icd:10:T8619,amlodipine,drug:amlodipine,80,65,0.0019295241311111,0.3603603603603603
icd:10:T8619,omeprazole,drug:omeprazole,48,41,0.0006559527714004,0.2162162162162162
icd:10:T8619,furosemide,drug:furosemide,39,34,0.0005625432725594,0.1756756756756756
icd:10:T8619,warfarin,drug:warfarin,18,16,0.0006230529595015,0.081081081081081
icd:10:T8619,simvastatin,drug:simvastatin,11,8,0.0003151320689852,0.0495495495495495
icd:10:T8641,omeprazole,drug:omeprazole,43,31,0.0005876243577129,0.3282442748091603
icd:10:T8641,amlodipine,drug:amlodipine,29,26,0.0006994524975277,0.2213740458015267
icd:10:T8649,omeprazole,drug:omeprazole,26,22,0.0003553077511752,0.203125
icd:10:T8649,amlodipine,drug:amlodipine,20,14,0.0004823810327777,0.15625
icd:10:T8649,furosemide,drug:furosemide,15,13,0.0002163627971382,0.1171875
icd:10:T865,furosemide,drug:furosemide,19,14,0.0002740595430417,0.19
icd:10:T865,omeprazole,drug:omeprazole,18,14,0.0002459822892751,0.18
icd:10:T865,amlodipine,drug:amlodipine,11,11,0.0002653095680277,0.11
icd:10:T8743,omeprazole,drug:omeprazole,24,18,0.0003279763857002,0.2666666666666666
icd:10:T8743,lisinopril,drug:lisinopril,17,16,0.000348968490198,0.1888888888888888
icd:10:T8743,amlodipine,drug:amlodipine,16,15,0.0003859048262222,0.1777777777777777
icd:10:T8743,furosemide,drug:furosemide,13,12,0.0001875144241864,0.1444444444444444
icd:10:T8744,amlodipine,drug:amlodipine,21,16,0.0005065000844166,0.2282608695652173
icd:10:T8744,furosemide,drug:furosemide,13,10,0.0001875144241864,0.1413043478260869
icd:10:T8744,omeprazole,drug:omeprazole,12,10,0.0001639881928501,0.1304347826086956
icd:10:T8744,lisinopril,drug:lisinopril,11,10,0.0002258031407164,0.1195652173913043
icd:10:T8789,furosemide,drug:furosemide,10,9,0.0001442418647588,0.2272727272727272
icd:10:T886XXA,omeprazole,drug:omeprazole,13,13,0.0001776538755876,0.2452830188679245
icd:10:T886XXA,furosemide,drug:furosemide,10,10,0.0001442418647588,0.1886792452830188
icd:10:U071,furosemide,drug:furosemide,430,424,0.0062024001846295,0.2219927723283428
icd:10:U071,omeprazole,drug:omeprazole,322,312,0.004400349841478,0.1662364481156427
icd:10:U071,amlodipine,drug:amlodipine,287,276,0.0069221678203613,0.1481672689726381
icd:10:U071,lisinopril,drug:lisinopril,161,159,0.0033049368777583,0.0831182240578213
icd:10:U071,simvastatin,drug:simvastatin,74,71,0.0021199793731736,0.0382034073309241
icd:10:U071,warfarin,drug:warfarin,68,67,0.0023537556247836,0.0351058337635518
icd:10:U071,levofloxacin,drug:levofloxacin,40,39,0.0027826086956521,0.0206504904491481
icd:10:U071,atenolol,drug:atenolol,28,28,0.0018413784032618,0.0144553433144037
icd:10:Z01810,furosemide,drug:furosemide,12,12,0.0001730902377105,0.2666666666666666
icd:10:Z01810,omeprazole,drug:omeprazole,11,11,0.0001503225101126,0.2444444444444444
icd:10:Z1211,omeprazole,drug:omeprazole,22,19,0.0003006450202252,0.2619047619047619
icd:10:Z1211,lisinopril,drug:lisinopril,12,12,0.0002463306989633,0.1428571428571428
icd:10:Z1211,amlodipine,drug:amlodipine,11,10,0.0002653095680277,0.1309523809523809
icd:10:Z430,omeprazole,drug:omeprazole,10,9,0.000136656827375,0.2564102564102563
icd:10:Z432,omeprazole,drug:omeprazole,41,41,0.0005602929922378,0.1102150537634408
icd:10:Z432,simvastatin,drug:simvastatin,13,13,0.0003724288088007,0.0349462365591397
icd:10:Z433,omeprazole,drug:omeprazole,14,14,0.0001913195583251,0.0915032679738562
icd:10:Z4502,furosemide,drug:furosemide,18,18,0.0002596353565658,0.5294117647058822
icd:10:Z4502,warfarin,drug:warfarin,11,11,0.000380754586362,0.3235294117647059
icd:10:Z4502,lisinopril,drug:lisinopril,11,11,0.0002258031407164,0.3235294117647059
icd:10:Z481,lisinopril,drug:lisinopril,11,11,0.0002258031407164,0.2037037037037036
icd:10:Z510,lisinopril,drug:lisinopril,12,7,0.0002463306989633,0.3243243243243243
icd:10:Z5111,omeprazole,drug:omeprazole,609,284,0.0083224007871433,0.1712116952488051
icd:10:Z5111,amlodipine,drug:amlodipine,390,138,0.0094064301391669,0.1096429575484959
icd:10:Z5111,furosemide,drug:furosemide,292,197,0.0042118624509577,0.082091650267079
icd:10:Z5111,lisinopril,drug:lisinopril,205,106,0.004208149440624,0.0576328366601068
icd:10:Z5111,levofloxacin,drug:levofloxacin,81,71,0.0056347826086956,0.0227719988754568
icd:10:Z5111,atenolol,drug:atenolol,62,33,0.0040773378929369,0.0174304188923249
icd:10:Z5111,simvastatin,drug:simvastatin,56,33,0.0016043087148341,0.0157436041608096
icd:10:Z5111,warfarin,drug:warfarin,18,7,0.0006230529595015,0.0050604441945459
icd:10:Z5112,omeprazole,drug:omeprazole,30,24,0.0004099704821252,0.2013422818791946
icd:10:Z5112,amlodipine,drug:amlodipine,17,14,0.0004100238778611,0.1140939597315436
icd:10:Z5112,furosemide,drug:furosemide,10,9,0.0001442418647588,0.0671140939597315
icd:10:Z515,omeprazole,drug:omeprazole,16,16,0.0002186509238001,0.0315581854043392
icd:10:Z515,furosemide,drug:furosemide,13,13,0.0001875144241864,0.0256410256410256
icd:10:Z5181,warfarin,drug:warfarin,13,12,0.0004499826929733,0.619047619047619
icd:9:00843,omeprazole,drug:omeprazole,11,11,0.0001503225101126,0.3793103448275861
icd:9:00845,omeprazole,drug:omeprazole,199,180,0.0027194708647644,0.2051546391752577
icd:9:00845,furosemide,drug:furosemide,99,93,0.0014279944611123,0.102061855670103
icd:9:00845,simvastatin,drug:simvastatin,94,84,0.0026929467713287,0.0969072164948453
icd:9:00845,lisinopril,drug:lisinopril,90,77,0.0018474802422251,0.0927835051546391
icd:9:00845,warfarin,drug:warfarin,85,78,0.0029421945309795,0.0876288659793814
icd:9:00845,amlodipine,drug:amlodipine,60,57,0.0014471430983333,0.0618556701030927
icd:9:00845,levofloxacin,drug:levofloxacin,43,41,0.002991304347826,0.0443298969072165
icd:9:00845,atenolol,drug:atenolol,34,32,0.0022359594896751,0.0350515463917525
icd:9:0088,omeprazole,drug:omeprazole,223,213,0.0030474472504646,0.2306101344364012
icd:9:0088,lisinopril,drug:lisinopril,133,130,0.0027301652468438,0.1375387797311271
icd:9:0088,simvastatin,drug:simvastatin,111,106,0.0031799690597604,0.1147880041365046
icd:9:0088,amlodipine,drug:amlodipine,80,78,0.0019295241311111,0.0827300930713547
icd:9:0088,warfarin,drug:warfarin,64,61,0.002215299411561,0.0661840744570837
icd:9:0088,furosemide,drug:furosemide,63,60,0.0009087237479806,0.0651499482936918
icd:9:0088,atenolol,drug:atenolol,56,55,0.0036827568065237,0.0579110651499482
icd:9:0088,levofloxacin,drug:levofloxacin,24,24,0.0016695652173913,0.0248190279214064
icd:9:0090,omeprazole,drug:omeprazole,51,51,0.0006969498196129,0.2015810276679841
icd:9:0090,simvastatin,drug:simvastatin,29,29,0.0008308027273248,0.1146245059288537
icd:9:0090,lisinopril,drug:lisinopril,24,24,0.0004926613979267,0.0948616600790513
icd:9:0090,amlodipine,drug:amlodipine,20,19,0.0004823810327777,0.0790513833992094
icd:9:0090,atenolol,drug:atenolol,14,13,0.0009206892016309,0.0553359683794466
icd:9:0090,furosemide,drug:furosemide,12,12,0.0001730902377105,0.0474308300395256
icd:9:0091,omeprazole,drug:omeprazole,12,12,0.0001639881928501,0.1967213114754098
icd:9:0380,furosemide,drug:furosemide,65,64,0.0009375721209323,0.1900584795321637
icd:9:0380,omeprazole,drug:omeprazole,52,52,0.0007106155023504,0.1520467836257309
icd:9:0380,simvastatin,drug:simvastatin,34,34,0.0009740445768635,0.0994152046783625
icd:9:0380,levofloxacin,drug:levofloxacin,29,28,0.0020173913043478,0.0847953216374269
icd:9:0380,warfarin,drug:warfarin,24,23,0.0008307372793354,0.0701754385964912
icd:9:0380,lisinopril,drug:lisinopril,23,22,0.0004721338396797,0.067251461988304
icd:9:0380,amlodipine,drug:amlodipine,17,16,0.0004100238778611,0.0497076023391812
icd:9:03811,furosemide,drug:furosemide,44,44,0.0006346642049388,0.1795918367346938
icd:9:03811,levofloxacin,drug:levofloxacin,26,26,0.0018086956521739,0.1061224489795918
icd:9:03811,simvastatin,drug:simvastatin,20,20,0.000572967398155,0.0816326530612244
icd:9:03811,omeprazole,drug:omeprazole,18,18,0.0002459822892751,0.073469387755102
icd:9:03811,amlodipine,drug:amlodipine,14,14,0.0003376667229444,0.0571428571428571
icd:9:03811,lisinopril,drug:lisinopril,12,12,0.0002463306989633,0.0489795918367346
icd:9:03811,warfarin,drug:warfarin,11,11,0.000380754586362,0.0448979591836734
icd:9:03812,furosemide,drug:furosemide,25,24,0.000360604661897,0.1785714285714285
icd:9:03812,omeprazole,drug:omeprazole,22,21,0.0003006450202252,0.1571428571428571
icd:9:03812,levofloxacin,drug:levofloxacin,21,21,0.0014608695652173,0.15
icd:9:03812,simvastatin,drug:simvastatin,11,11,0.0003151320689852,0.0785714285714285
icd:9:0382,levofloxacin,drug:levofloxacin,34,34,0.0023652173913043,0.3777777777777777
icd:9:0382,furosemide,drug:furosemide,21,21,0.0003029079159935,0.2333333333333333
icd:9:0383,omeprazole,drug:omeprazole,19,19,0.0002596479720126,0.1862745098039215
icd:9:0383,furosemide,drug:furosemide,17,17,0.00024521117009,0.1666666666666666
icd:9:0383,warfarin,drug:warfarin,12,12,0.0004153686396677,0.1176470588235294
icd:9:0383,simvastatin,drug:simvastatin,10,10,0.0002864836990775,0.0980392156862745
icd:9:0383,levofloxacin,drug:levofloxacin,10,10,0.000695652173913,0.0980392156862745
icd:9:03842,omeprazole,drug:omeprazole,180,168,0.0024598228927517,0.2419354838709677
icd:9:03842,furosemide,drug:furosemide,131,127,0.0018895684283406,0.1760752688172043
icd:9:03842,simvastatin,drug:simvastatin,73,66,0.0020913310032659,0.0981182795698924
icd:9:03842,levofloxacin,drug:levofloxacin,57,56,0.0039652173913043,0.0766129032258064
icd:9:03842,warfarin,drug:warfarin,55,52,0.0019037729318103,0.0739247311827957
icd:9:03842,amlodipine,drug:amlodipine,46,43,0.0011094763753889,0.0618279569892473
icd:9:03842,lisinopril,drug:lisinopril,40,40,0.0008211023298778,0.053763440860215
icd:9:03842,atenolol,drug:atenolol,22,21,0.0014467973168486,0.0295698924731182
icd:9:03843,omeprazole,drug:omeprazole,23,23,0.0003143107029627,0.2421052631578947
icd:9:03843,furosemide,drug:furosemide,16,16,0.0002307869836141,0.1684210526315789
icd:9:03843,warfarin,drug:warfarin,13,13,0.0004499826929733,0.1368421052631579
icd:9:03849,omeprazole,drug:omeprazole,78,72,0.0010659232535257,0.1989795918367346
icd:9:03849,furosemide,drug:furosemide,58,57,0.0008366028156012,0.1479591836734693
icd:9:03849,simvastatin,drug:simvastatin,43,41,0.0012318799060333,0.1096938775510204
icd:9:03849,levofloxacin,drug:levofloxacin,35,35,0.0024347826086956,0.0892857142857142
icd:9:03849,warfarin,drug:warfarin,28,28,0.0009691934925579,0.0714285714285714
icd:9:03849,lisinopril,drug:lisinopril,22,22,0.0004516062814328,0.0561224489795918
icd:9:03849,amlodipine,drug:amlodipine,11,11,0.0002653095680277,0.0280612244897959
icd:9:0388,levofloxacin,drug:levofloxacin,25,25,0.0017391304347826,0.2358490566037735
icd:9:0388,furosemide,drug:furosemide,16,16,0.0002307869836141,0.150943396226415
icd:9:0388,omeprazole,drug:omeprazole,12,12,0.0001639881928501,0.1132075471698113
icd:9:0388,simvastatin,drug:simvastatin,10,10,0.0002864836990775,0.0943396226415094
icd:9:0389,furosemide,drug:furosemide,620,601,0.0089429956150473,0.1972010178117048
icd:9:0389,levofloxacin,drug:levofloxacin,611,589,0.0425043478260869,0.1943384223918575
icd:9:0389,omeprazole,drug:omeprazole,486,457,0.0066415218104296,0.1545801526717557
icd:9:0389,simvastatin,drug:simvastatin,276,267,0.0079069500945396,0.0877862595419847
icd:9:0389,warfarin,drug:warfarin,241,222,0.0083419868466597,0.0766539440203562
icd:9:0389,lisinopril,drug:lisinopril,130,129,0.002668582572103,0.0413486005089058
icd:9:0389,amlodipine,drug:amlodipine,103,100,0.0024842623188056,0.0327608142493638
icd:9:0389,atenolol,drug:atenolol,49,49,0.0032224122057082,0.0155852417302798
icd:9:042,levofloxacin,drug:levofloxacin,65,57,0.0045217391304347,0.1231060606060606
icd:9:042,omeprazole,drug:omeprazole,47,42,0.0006422870886629,0.0890151515151515
icd:9:042,furosemide,drug:furosemide,27,25,0.0003894530348488,0.0511363636363636
icd:9:042,lisinopril,drug:lisinopril,23,20,0.0004721338396797,0.043560606060606
icd:9:042,amlodipine,drug:amlodipine,18,16,0.0004341429295,0.034090909090909
icd:9:042,warfarin,drug:warfarin,11,7,0.000380754586362,0.0208333333333333
icd:9:0479,lisinopril,drug:lisinopril,21,20,0.0004310787231858,0.0958904109589041
icd:9:0479,omeprazole,drug:omeprazole,17,17,0.0002323166065376,0.0776255707762557
icd:9:0479,amlodipine,drug:amlodipine,10,10,0.0002411905163888,0.045662100456621
icd:9:0539,omeprazole,drug:omeprazole,17,17,0.0002323166065376,0.1491228070175438
icd:9:0539,amlodipine,drug:amlodipine,11,11,0.0002653095680277,0.0964912280701754
icd:9:0539,simvastatin,drug:simvastatin,10,10,0.0002864836990775,0.087719298245614
icd:9:0539,furosemide,drug:furosemide,10,10,0.0001442418647588,0.087719298245614
icd:9:07044,furosemide,drug:furosemide,103,77,0.0014856912070159,0.3946360153256705
icd:9:07044,omeprazole,drug:omeprazole,78,52,0.0010659232535257,0.2988505747126437
icd:9:07044,lisinopril,drug:lisinopril,11,10,0.0002258031407164,0.0421455938697318
icd:9:07054,furosemide,drug:furosemide,42,33,0.000605815831987,0.3818181818181818
icd:9:07054,omeprazole,drug:omeprazole,18,14,0.0002459822892751,0.1636363636363636
icd:9:07070,furosemide,drug:furosemide,27,27,0.0003894530348488,0.2571428571428571
icd:9:07070,omeprazole,drug:omeprazole,16,16,0.0002186509238001,0.1523809523809523
icd:9:07071,furosemide,drug:furosemide,60,53,0.0008654511885529,0.4347826086956521
icd:9:07071,omeprazole,drug:omeprazole,51,37,0.0006969498196129,0.3695652173913043
icd:9:0785,omeprazole,drug:omeprazole,10,9,0.000136656827375,0.15625
icd:9:07999,omeprazole,drug:omeprazole,52,51,0.0007106155023504,0.1456582633053221
icd:9:07999,levofloxacin,drug:levofloxacin,36,36,0.0025043478260869,0.1008403361344537
icd:9:07999,lisinopril,drug:lisinopril,30,30,0.0006158267474083,0.0840336134453781
icd:9:07999,amlodipine,drug:amlodipine,28,28,0.0006753334458889,0.0784313725490196
icd:9:07999,furosemide,drug:furosemide,24,22,0.0003461804754211,0.0672268907563025
icd:9:07999,simvastatin,drug:simvastatin,19,19,0.0005443190282472,0.0532212885154061
icd:9:07999,warfarin,drug:warfarin,17,16,0.0005884389061959,0.0476190476190476
icd:9:07999,atenolol,drug:atenolol,12,12,0.0007891621728265,0.0336134453781512
icd:9:08881,omeprazole,drug:omeprazole,14,14,0.0001913195583251,0.1138211382113821
icd:9:08881,lisinopril,drug:lisinopril,12,12,0.0002463306989633,0.0975609756097561
icd:9:11284,omeprazole,drug:omeprazole,14,13,0.0001913195583251,0.2745098039215686
icd:9:135,furosemide,drug:furosemide,10,8,0.0001442418647588,0.1666666666666666
icd:9:1363,levofloxacin,drug:levofloxacin,16,16,0.0011130434782608,0.4210526315789473
icd:9:1510,omeprazole,drug:omeprazole,15,15,0.0002049852410626,0.1
icd:9:1533,omeprazole,drug:omeprazole,11,10,0.0001503225101126,0.0827067669172932
icd:9:1533,lisinopril,drug:lisinopril,11,11,0.0002258031407164,0.0827067669172932
icd:9:1534,furosemide,drug:furosemide,15,15,0.0002163627971382,0.1388888888888889
icd:9:1534,omeprazole,drug:omeprazole,14,14,0.0001913195583251,0.1296296296296296
icd:9:1534,lisinopril,drug:lisinopril,10,10,0.0002052755824694,0.0925925925925925
icd:9:1536,omeprazole,drug:omeprazole,15,14,0.0002049852410626,0.131578947368421
icd:9:1541,lisinopril,drug:lisinopril,14,13,0.0002873858154572,0.0786516853932584
icd:9:1541,omeprazole,drug:omeprazole,13,13,0.0001776538755876,0.0730337078651685
icd:9:1541,atenolol,drug:atenolol,10,9,0.000657635144022,0.0561797752808988
icd:9:1550,furosemide,drug:furosemide,167,127,0.0024088391414724,0.2998204667863554
icd:9:1550,omeprazole,drug:omeprazole,98,82,0.0013392369082759,0.1759425493716337
icd:9:1550,amlodipine,drug:amlodipine,34,29,0.0008200477557222,0.0610412926391382
icd:9:1550,lisinopril,drug:lisinopril,33,26,0.0006774094221492,0.059245960502693
icd:9:1550,atenolol,drug:atenolol,18,16,0.0011837432592397,0.0323159784560143
icd:9:1550,levofloxacin,drug:levofloxacin,14,14,0.0009739130434782,0.0251346499102333
icd:9:1550,simvastatin,drug:simvastatin,12,12,0.000343780438893,0.0215439856373429
icd:9:1551,lisinopril,drug:lisinopril,15,15,0.0003079133737041,0.1034482758620689
icd:9:1551,furosemide,drug:furosemide,13,13,0.0001875144241864,0.0896551724137931
icd:9:1561,omeprazole,drug:omeprazole,21,19,0.0002869793374877,0.1346153846153846
icd:9:1561,lisinopril,drug:lisinopril,16,14,0.0003284409319511,0.1025641025641025
icd:9:1570,omeprazole,drug:omeprazole,49,47,0.0006696184541379,0.1131639722863741
icd:9:1570,lisinopril,drug:lisinopril,33,32,0.0006774094221492,0.0762124711316397
icd:9:1570,atenolol,drug:atenolol,29,29,0.001907141917664,0.0669745958429561
icd:9:1570,amlodipine,drug:amlodipine,23,22,0.0005547381876944,0.0531177829099307
icd:9:1570,furosemide,drug:furosemide,17,17,0.00024521117009,0.0392609699769053
icd:9:1570,simvastatin,drug:simvastatin,11,11,0.0003151320689852,0.0254041570438799
icd:9:1578,omeprazole,drug:omeprazole,10,10,0.000136656827375,0.1020408163265306
icd:9:1578,furosemide,drug:furosemide,10,10,0.0001442418647588,0.1020408163265306
icd:9:1579,omeprazole,drug:omeprazole,15,14,0.0002049852410626,0.1704545454545454
icd:9:1622,omeprazole,drug:omeprazole,11,10,0.0001503225101126,0.1428571428571428
icd:9:1622,levofloxacin,drug:levofloxacin,10,10,0.000695652173913,0.1298701298701298
icd:9:1623,simvastatin,drug:simvastatin,71,68,0.0020340342634504,0.1476091476091476
icd:9:1623,omeprazole,drug:omeprazole,61,59,0.000833606646988,0.1268191268191268
icd:9:1623,furosemide,drug:furosemide,56,54,0.0008077544426494,0.1164241164241164
icd:9:1623,lisinopril,drug:lisinopril,50,49,0.0010263779123473,0.1039501039501039
icd:9:1623,atenolol,drug:atenolol,34,33,0.0022359594896751,0.0706860706860706
icd:9:1623,levofloxacin,drug:levofloxacin,33,32,0.002295652173913,0.0686070686070686
icd:9:1623,amlodipine,drug:amlodipine,29,29,0.0006994524975277,0.0602910602910602
icd:9:1623,warfarin,drug:warfarin,13,12,0.0004499826929733,0.027027027027027
icd:9:1624,simvastatin,drug:simvastatin,11,11,0.0003151320689852,0.2340425531914893
icd:9:1625,amlodipine,drug:amlodipine,34,31,0.0008200477557222,0.1302681992337164
icd:9:1625,simvastatin,drug:simvastatin,33,31,0.0009453962069558,0.1264367816091954
icd:9:1625,furosemide,drug:furosemide,32,31,0.0004615739672282,0.1226053639846743
icd:9:1625,omeprazole,drug:omeprazole,30,30,0.0004099704821252,0.1149425287356321
icd:9:1625,lisinopril,drug:lisinopril,29,29,0.0005952991891614,0.1111111111111111
icd:9:1625,levofloxacin,drug:levofloxacin,23,23,0.0016,0.0881226053639846
icd:9:1625,atenolol,drug:atenolol,21,20,0.0013810338024464,0.0804597701149425
icd:9:1628,levofloxacin,drug:levofloxacin,39,37,0.0027130434782608,0.1969696969696969
icd:9:1628,furosemide,drug:furosemide,23,23,0.0003317562889453,0.1161616161616161
icd:9:1628,omeprazole,drug:omeprazole,14,13,0.0001913195583251,0.0707070707070707
icd:9:1628,simvastatin,drug:simvastatin,13,13,0.0003724288088007,0.0656565656565656
icd:9:1628,lisinopril,drug:lisinopril,10,10,0.0002052755824694,0.0505050505050505
icd:9:1629,furosemide,drug:furosemide,42,39,0.000605815831987,0.2131979695431472
icd:9:1629,omeprazole,drug:omeprazole,39,37,0.0005329616267628,0.1979695431472081
icd:9:1629,levofloxacin,drug:levofloxacin,28,27,0.0019478260869565,0.1421319796954314
icd:9:1629,lisinopril,drug:lisinopril,20,19,0.0004105511649389,0.1015228426395939
icd:9:1629,amlodipine,drug:amlodipine,17,16,0.0004100238778611,0.0862944162436548
icd:9:1629,simvastatin,drug:simvastatin,16,16,0.000458373918524,0.0812182741116751
icd:9:1629,atenolol,drug:atenolol,10,9,0.000657635144022,0.0507614213197969
icd:9:1744,lisinopril,drug:lisinopril,11,11,0.0002258031407164,0.1111111111111111
icd:9:1748,omeprazole,drug:omeprazole,19,19,0.0002596479720126,0.0829694323144104
icd:9:1748,lisinopril,drug:lisinopril,19,19,0.0003900236066919,0.0829694323144104
icd:9:1748,simvastatin,drug:simvastatin,17,17,0.0004870222884317,0.074235807860262
icd:9:1748,furosemide,drug:furosemide,12,12,0.0001730902377105,0.0524017467248908
icd:9:1748,atenolol,drug:atenolol,12,12,0.0007891621728265,0.0524017467248908
icd:9:1748,amlodipine,drug:amlodipine,12,11,0.0002894286196666,0.0524017467248908
icd:9:1749,omeprazole,drug:omeprazole,33,31,0.0004509675303378,0.2
icd:9:1749,amlodipine,drug:amlodipine,11,10,0.0002653095680277,0.0666666666666666
icd:9:1749,simvastatin,drug:simvastatin,10,9,0.0002864836990775,0.0606060606060606
icd:9:1820,lisinopril,drug:lisinopril,49,45,0.0010058503541003,0.1536050156739811
icd:9:1820,atenolol,drug:atenolol,42,41,0.0027620676048928,0.1316614420062695
icd:9:1820,simvastatin,drug:simvastatin,42,40,0.0012032315361255,0.1316614420062695
icd:9:1820,amlodipine,drug:amlodipine,25,24,0.0006029762909722,0.0783699059561128
icd:9:1820,omeprazole,drug:omeprazole,24,24,0.0003279763857002,0.0752351097178683
icd:9:1820,furosemide,drug:furosemide,23,21,0.0003317562889453,0.0721003134796238
icd:9:1830,omeprazole,drug:omeprazole,22,20,0.0003006450202252,0.0849420849420849
icd:9:1830,atenolol,drug:atenolol,19,13,0.0012495067736419,0.0733590733590733
icd:9:1830,lisinopril,drug:lisinopril,19,19,0.0003900236066919,0.0733590733590733
icd:9:1830,amlodipine,drug:amlodipine,15,10,0.0003617857745833,0.0579150579150579
icd:9:1830,simvastatin,drug:simvastatin,14,14,0.0004010771787085,0.054054054054054
icd:9:1830,furosemide,drug:furosemide,10,10,0.0001442418647588,0.0386100386100386
icd:9:185,simvastatin,drug:simvastatin,69,67,0.0019767375236349,0.1769230769230769
icd:9:185,omeprazole,drug:omeprazole,49,48,0.0006696184541379,0.1256410256410256
icd:9:185,lisinopril,drug:lisinopril,44,44,0.0009032125628656,0.1128205128205128
icd:9:185,warfarin,drug:warfarin,34,34,0.0011768778123918,0.0871794871794871
icd:9:185,atenolol,drug:atenolol,29,28,0.001907141917664,0.0743589743589743
icd:9:185,amlodipine,drug:amlodipine,28,27,0.0006753334458889,0.0717948717948717
icd:9:185,furosemide,drug:furosemide,14,14,0.0002019386106623,0.0358974358974358
icd:9:1888,simvastatin,drug:simvastatin,15,15,0.0004297255486162,0.1260504201680672
icd:9:1890,omeprazole,drug:omeprazole,60,60,0.0008199409642505,0.1657458563535911
icd:9:1890,simvastatin,drug:simvastatin,58,55,0.0016616054546496,0.1602209944751381
icd:9:1890,amlodipine,drug:amlodipine,44,43,0.0010612382721111,0.1215469613259668
icd:9:1890,furosemide,drug:furosemide,34,34,0.00049042234018,0.0939226519337016
icd:9:1890,atenolol,drug:atenolol,33,33,0.0021701959752729,0.0911602209944751
icd:9:1890,lisinopril,drug:lisinopril,23,23,0.0004721338396797,0.0635359116022099
icd:9:1911,omeprazole,drug:omeprazole,22,20,0.0003006450202252,0.1271676300578034
icd:9:1911,lisinopril,drug:lisinopril,15,13,0.0003079133737041,0.0867052023121387
icd:9:1911,simvastatin,drug:simvastatin,13,11,0.0003724288088007,0.0751445086705202
icd:9:1912,omeprazole,drug:omeprazole,14,13,0.0001913195583251,0.1443298969072164
icd:9:1912,lisinopril,drug:lisinopril,12,10,0.0002463306989633,0.1237113402061855
icd:9:1912,simvastatin,drug:simvastatin,10,10,0.0002864836990775,0.1030927835051546
icd:9:1913,omeprazole,drug:omeprazole,14,13,0.0001913195583251,0.160919540229885
icd:9:1913,lisinopril,drug:lisinopril,13,10,0.0002668582572103,0.1494252873563218
